,make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,length,width,height,fuel_tanks_litres,country
22778,Mercedes-Benz,6437340,CLA200,2017,12500.0,Automatic,163888.0,1595.0,5.0,Black,156.0,250.0,4630.0,1777.0,1432.0,50.0,Germany
22779,Toyota,6361472,Harrier,2017,47500.0,Automatic,158888.0,1998.0,5.0,White,231.0,350.0,4725.0,1835.0,1690.0,60.0,Japan
22780,Honda,6381040,CR-V,2019,17500.0,Automatic,132888.0,1498.0,5.0,Grey,193.0,243.0,4584.0,1855.0,1679.0,55.0,Japan
22781,Honda,6313937,Accord,2015,97500.0,Automatic,71888.0,1997.0,5.0,Black,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
22782,Volkswagen,5925997,Scirocco,2013,62500.0,Automatic,62000.0,1390.0,4.0,Black,160.0,240.0,4256.0,1810.0,1404.0,55.0,Germany
22783,Audi,6223563,Q7,2012,82500.0,Automatic,110000.0,2967.0,7.0,Black,239.0,550.0,5086.0,1983.0,1737.0,100.0,Germany
22784,Proton,6416271,Inspira,2011,67500.0,Automatic,29333.0,1998.0,5.0,White,150.0,197.0,4570.0,1760.0,1490.0,59.0,Malaysia
22785,Toyota,6430235,Estima,2003,122500.0,Automatic,30900.0,2994.0,7.0,White,220.0,304.0,4770.0,1790.0,1770.0,70.0,Japan
22786,Mercedes-Benz,6427735,S400L,2015,57500.0,Automatic,259888.0,3498.0,5.0,Blue,306.0,370.0,5246.0,1899.0,1496.0,70.0,Germany
22787,Volkswagen,6312442,Golf,2012,82500.0,Automatic,76333.0,1984.0,5.0,White,211.0,280.0,4213.0,1786.0,1501.0,55.0,Germany
22788,Toyota,5685454,Vios,2015,37500.0,Automatic,63800.0,1497.0,5.0,White,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
22789,Perodua,5725146,Bezza,2018,2500.0,Automatic,38800.0,1329.0,5.0,Blue,95.0,121.0,4150.0,1620.0,1510.0,36.0,Malaysia
22790,Perodua,5861991,Kenari,2008,92500.0,Manual,13800.0,989.0,5.0,White,55.0,88.0,3460.0,1500.0,1660.0,40.0,Malaysia
22791,Ford,5703462,Focus,2012,142500.0,Automatic,42800.0,1999.0,5.0,White,170.0,202.0,4358.0,1824.0,1466.0,55.0,USA
22792,Toyota,5671484,Vios,2013,62500.0,Automatic,45800.0,1497.0,5.0,Silver,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
22793,Mitsubishi,5681954,Triton,2014,72500.0,Automatic,61800.0,2477.0,5.0,Black,178.0,350.0,5115.0,1800.0,1780.0,75.0,Japan
22794,Perodua,5852104,Myvi,2013,87500.0,Automatic,35800.0,1495.0,5.0,Yellow,103.0,136.0,3685.0,1665.0,1545.0,40.0,Malaysia
22795,Nissan,5821943,Grand Livina,2014,47500.0,Automatic,50800.0,1598.0,7.0,Blue,105.0,150.0,4485.0,1700.0,1590.0,52.0,Japan
22796,Perodua,5776657,Kancil,2000,132500.0,Automatic,4800.0,847.0,5.0,Red,50.0,74.0,3365.0,1405.0,1170.0,32.0,Malaysia
22797,Kia,5697325,Spectra,2004,102500.0,Automatic,4800.0,1594.0,5.0,Silver,107.0,143.0,4525.0,1720.0,1415.0,50.0,Japan
22798,Nissan,5851936,Livina X-Gear,2012,87500.0,Automatic,29800.0,1598.0,5.0,White,105.0,150.0,4275.0,1730.0,1615.0,52.0,Japan
22799,Proton,5710095,Waja,2002,102500.0,Automatic,6800.0,1584.0,5.0,Silver,103.0,140.0,4465.0,1740.0,1420.0,60.0,Malaysia
22800,Hyundai,5852322,Matrix,2002,112500.0,Automatic,9800.0,1795.0,5.0,Blue,122.0,160.0,4025.0,1740.0,1635.0,55.0,Japan
22801,Nissan,5685592,X-Trail,2003,92500.0,Automatic,15800.0,2488.0,5.0,Black,179.0,245.0,4510.0,1765.0,1675.0,60.0,Japan
22802,Ford,5821693,Fiesta,2011,52500.0,Automatic,26800.0,1596.0,5.0,Orange,120.0,152.0,3950.0,1722.0,1475.0,42.0,USA
22803,Mazda,5744318,2,2011,72500.0,Automatic,30800.0,1498.0,5.0,White,103.0,135.0,4263.0,1695.0,1483.0,42.0,Japan
22804,Toyota,5828877,Vios,2014,47500.0,Automatic,51800.0,1497.0,5.0,Silver,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
22805,Toyota,5848858,Vios,2014,47500.0,Automatic,51800.0,1497.0,5.0,Silver,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
22806,Toyota,5994822,Harrier,2005,87000.0,Automatic,45888.0,2994.0,5.0,Black,299.0,304.0,4730.0,1845.0,1680.0,75.0,Japan
22807,BMW,6380664,X1,2019,7500.0,Automatic,178800.0,1998.0,5.0,Blue,192.0,280.0,4439.0,1821.0,1612.0,51.0,Germany
22808,Honda,6436361,HR-V,2018,87500.0,Automatic,67888.0,1799.0,5.0,White,143.0,172.0,4294.0,1772.0,1605.0,50.0,Japan
22809,Land Rover,6436800,Range Rover Evoque,2012,89248.0,Automatic,144000.0,1999.0,5.0,Black,241.0,340.0,4365.0,1965.0,1635.0,70.0,UK
22810,Mercedes-Benz,6430963,GLA45 AMG,2016,42500.0,Automatic,248800.0,1991.0,5.0,Black,360.0,450.0,4417.0,1804.0,1494.0,56.0,Germany
22811,BMW,6390432,330e,2018,42500.0,Automatic,168880.0,1998.0,5.0,White,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
22812,Mercedes-Benz,6431013,C43 AMG,2018,12500.0,Automatic,322800.0,2996.0,5.0,White,367.0,520.0,4686.0,1810.0,1442.0,66.0,Germany
22813,BMW,6349719,X5,2017,62500.0,Automatic,237900.0,1997.0,5.0,Black,245.0,350.0,4886.0,1938.0,1762.0,85.0,Germany
22814,Honda,6436536,Accord,2013,127500.0,Automatic,76800.0,2354.0,5.0,Black,181.0,222.0,4945.0,1845.0,1475.0,70.0,Japan
22815,Proton,6436447,Iriz,2014,72500.0,Automatic,27800.0,1597.0,5.0,Red,109.0,150.0,3920.0,1722.0,1554.0,40.0,Malaysia
22816,Nissan,6436442,Almera,2015,82500.0,Automatic,38300.0,1498.0,5.0,Silver,102.0,139.0,4425.0,1695.0,1500.0,41.0,Japan
22817,Proton,6409028,Preve,2014,80000.0,Automatic,29800.0,1561.0,5.0,Red,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
22818,Mercedes-Benz,6417549,C200K,2010,67500.0,Automatic,46800.0,1796.0,5.0,Silver,184.0,250.0,4581.0,1770.0,1444.0,66.0,Germany
22819,Toyota,6350815,Estima,2006,72500.0,Automatic,47800.0,3456.0,7.0,Silver,284.0,332.0,4795.0,1800.0,1730.0,65.0,Japan
22820,Perodua,6430686,Axia,2018,7500.0,Automatic,30990.0,998.0,5.0,Grey,68.0,91.0,3640.0,1620.0,1510.0,33.0,Malaysia
22821,Nissan,6261948,Sentra,2006,97500.0,Automatic,12500.0,1597.0,5.0,Silver,118.0,143.0,4495.0,1695.0,1445.0,50.0,Japan
22822,Hyundai,6433495,Sonata,2015,62000.0,Automatic,66800.0,1999.0,5.0,White,154.0,194.0,4855.0,1865.0,1475.0,55.0,Japan
22823,Mercedes-Benz,6422497,ML350,2009,32500.0,Automatic,129999.0,3498.0,5.0,Blue,272.0,350.0,4780.0,1911.0,1815.0,108.0,Germany
22824,Mercedes-Benz,6436111,C200 CGI,2013,92500.0,Automatic,76888.0,1796.0,5.0,Black,184.0,270.0,4581.0,2020.0,1447.0,66.0,Germany
22825,Mercedes-Benz,6436080,CLA45 AMG,2015,27500.0,Automatic,179888.0,1991.0,5.0,White,360.0,450.0,4630.0,1777.0,1432.0,64.0,Germany
22826,Rolls-Royce,6082311,Ghost,2012,72500.0,Automatic,1030000.0,6592.0,5.0,Grey,571.0,780.0,5569.0,1948.0,1550.0,83.0,UK
22827,Audi,6087442,R8,2011,62500.0,Automatic,338000.0,4163.0,2.0,White,419.0,430.0,4431.0,1904.0,1252.0,75.0,Germany
22828,Ferrari,6179440,458 Italia,2011,22500.0,Automatic,950000.0,4497.0,2.0,White,570.0,540.0,4527.0,1937.0,1213.0,86.0,Italy
22829,Ford,6430511,Fiesta,2012,82500.0,Automatic,17900.0,1596.0,5.0,Red,120.0,152.0,3950.0,1722.0,1475.0,42.0,USA
22830,Honda,6435977,Civic,2011,90000.0,Automatic,52000.0,1799.0,5.0,White,140.0,174.0,4540.0,1755.0,1435.0,50.0,Japan
22831,Honda,6390073,CR-V,2012,87500.0,Automatic,48800.0,1997.0,5.0,Grey,150.0,190.0,4520.0,1820.0,1680.0,58.0,Japan
22832,Perodua,6242376,Myvi,2015,72500.0,Automatic,31000.0,1495.0,5.0,White,103.0,136.0,3685.0,1665.0,1570.0,40.0,Malaysia
22833,Toyota,6423265,Vellfire,2013,67580.0,Automatic,152800.0,3456.0,7.0,White,280.0,344.0,4870.0,1830.0,1890.0,65.0,Japan
22834,Proton,6357511,Inspira,2015,42500.0,Automatic,37800.0,1998.0,5.0,White,150.0,197.0,4570.0,1760.0,1490.0,59.0,Malaysia
22835,Honda,6001073,CR-Z,2013,72500.0,Automatic,44800.0,1496.0,4.0,White,135.0,172.0,4075.0,1740.0,1395.0,40.0,Japan
22836,Honda,6384973,Accord,2016,27500.0,Automatic,75800.0,1997.0,5.0,White,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
22837,Toyota,6065048,Corolla Altis,2011,92500.0,Automatic,37800.0,1798.0,5.0,Grey,140.0,173.0,4540.0,1760.0,1465.0,55.0,Japan
22838,Toyota,6383734,Vellfire,2009,102500.0,Automatic,95800.0,2362.0,7.0,Black,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
22839,Toyota,6302846,Vios,2011,67500.0,Automatic,29800.0,1497.0,5.0,Silver,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
22840,Mazda,6143262,CX-7,2011,67500.0,Automatic,46800.0,2261.0,5.0,Black,238.0,350.0,4699.0,1872.0,1645.0,69.0,Japan
22841,BMW,6407306,X1,2017,42500.0,Automatic,155800.0,1998.0,5.0,White,192.0,280.0,4439.0,1821.0,1612.0,51.0,Germany
22842,Mitsubishi,6346659,Triton,2011,90000.0,Automatic,47800.0,2477.0,5.0,White,136.0,314.0,5295.0,1800.0,1780.0,75.0,Japan
22843,Toyota,6280060,Hilux,2002,162500.0,Manual,27800.0,2779.0,5.0,Silver,88.0,185.0,4785.0,1700.0,1825.0,55.0,Japan
22844,Honda,6280078,Accord,2015,42500.0,Automatic,93800.0,2356.0,5.0,Silver,175.0,225.0,4870.0,1850.0,1465.0,65.0,Japan
22845,Isuzu,6393371,D-Max,2015,42500.0,Automatic,44800.0,2499.0,5.0,White,136.0,320.0,5295.0,1860.0,1795.0,76.0,Japan
22846,Toyota,6393388,Corolla Altis,2013,62500.0,Automatic,53800.0,1798.0,5.0,Black,140.0,173.0,4540.0,1760.0,1465.0,55.0,Japan
22847,Toyota,6393403,Camry,2014,52500.0,Automatic,91800.0,1998.0,5.0,Black,148.0,190.0,4825.0,1825.0,1470.0,70.0,Japan
22848,Nissan,6393408,Almera,2013,62500.0,Automatic,34800.0,1498.0,5.0,White,102.0,139.0,4425.0,1695.0,1510.0,41.0,Japan
22849,Toyota,6393387,Hilux,2015,47500.0,Automatic,78800.0,2494.0,5.0,Silver,144.0,343.0,5260.0,1835.0,1850.0,76.0,Japan
22850,Mitsubishi,6393370,Triton,2011,77500.0,Automatic,47800.0,2477.0,5.0,White,136.0,314.0,5100.0,1800.0,1795.0,75.0,Japan
22851,Suzuki,6418660,Swift,2009,117500.0,Automatic,28000.0,1586.0,5.0,White,125.0,148.0,3765.0,1690.0,1510.0,43.0,Japan
22852,Toyota,6402354,Hilux,2017,42500.0,Manual,89900.0,2393.0,5.0,Silver,150.0,400.0,5330.0,1855.0,1815.0,80.0,Japan
22853,Mitsubishi,6185811,Triton,2012,67500.0,Manual,33800.0,2477.0,5.0,Silver,75.0,149.0,5215.0,1750.0,1655.0,75.0,Japan
22854,Honda,6345540,Accord,2014,62500.0,Automatic,69900.0,1997.0,5.0,Silver,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
22855,Toyota,6330482,Hilux,2012,72500.0,Automatic,66800.0,2494.0,5.0,Black,144.0,343.0,5260.0,1835.0,1850.0,76.0,Japan
22856,BMW,6433775,X1,2012,80000.0,Automatic,54800.0,1997.0,5.0,Red,184.0,270.0,4454.0,1798.0,1545.0,63.0,Germany
22857,Mazda,6434768,6,2013,60000.0,Automatic,60800.0,1998.0,5.0,Red,155.0,200.0,4865.0,1840.0,1450.0,62.0,Japan
22858,Toyota,6224618,Hilux,2015,42500.0,Automatic,78000.0,2494.0,5.0,Black,144.0,343.0,5260.0,1835.0,1850.0,76.0,Japan
22859,Nissan,6224631,Sylphy,2014,52500.0,Automatic,55000.0,1798.0,5.0,Grey,131.0,174.0,4615.0,1760.0,1495.0,52.0,Japan
22860,Perodua,6224641,Alza,2011,77500.0,Automatic,34000.0,1495.0,7.0,Blue,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
22861,Toyota,6224623,Corolla Altis,2014,62500.0,Automatic,75000.0,1987.0,5.0,White,145.0,187.0,4620.0,1776.0,1460.0,55.0,Japan
22862,Perodua,6224638,Alza,2013,57500.0,Automatic,38500.0,1495.0,7.0,Black,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
22863,Mercedes-Benz,6323975,E250 CGI,2011,90000.0,Automatic,87888.0,1796.0,5.0,Silver,204.0,310.0,4868.0,2071.0,1471.0,80.0,Germany
22864,Honda,6418847,CR-V,2015,62500.0,Automatic,83300.0,1997.0,5.0,Black,155.0,190.0,4590.0,1820.0,1685.0,58.0,Japan
22865,Mercedes-Benz,6435118,E350 e,2017,32500.0,Automatic,245800.0,1991.0,5.0,White,211.0,350.0,2939.0,1852.0,1468.0,60.0,Germany
22866,Mercedes-Benz,6420563,GLA45 AMG,2016,42500.0,Automatic,248000.0,1991.0,5.0,Black,360.0,450.0,4417.0,1804.0,1494.0,56.0,Germany
22867,Toyota,6406410,Mark X,2004,107500.0,Automatic,31888.0,2499.0,5.0,Silver,215.0,260.0,4730.0,1775.0,1435.0,70.0,Japan
22868,Nissan,6208885,Navara,2011,102500.0,Automatic,38999.0,2488.0,5.0,Grey,144.0,356.0,5230.0,1850.0,1780.0,80.0,Japan
22869,Toyota,6435084,Harrier,2003,127500.0,Automatic,38999.0,2362.0,5.0,Silver,160.0,221.0,4730.0,1845.0,1680.0,75.0,Japan
22870,Porsche,6324029,Cayenne,2012,47500.0,Automatic,188000.0,3598.0,5.0,Black,299.0,400.0,4845.0,1939.0,1710.0,85.0,Germany
22871,Toyota,6288799,Innova,2010,92500.0,Automatic,37800.0,1998.0,8.0,Silver,136.0,182.0,4555.0,1770.0,1755.0,55.0,Japan
22872,Toyota,6435050,Innova,2013,87500.0,Automatic,51666.0,1998.0,8.0,Silver,136.0,182.0,4585.0,1775.0,1760.0,55.0,Japan
22873,Perodua,6427292,Alza,2011,92500.0,Automatic,25999.0,1495.0,7.0,Grey,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
22874,Mercedes-Benz,6202622,E200,2018,17500.0,Automatic,222888.0,1991.0,5.0,Black,184.0,300.0,4923.0,1852.0,1468.0,66.0,Germany
22875,Mazda,6432060,CX-5,2015,57500.0,Automatic,75888.0,2488.0,5.0,Maroon,185.0,250.0,4555.0,1840.0,1670.0,56.0,Japan
22876,Mercedes-Benz,6432048,CLA200,2016,67500.0,Automatic,139888.0,1595.0,5.0,Black,156.0,250.0,4630.0,1777.0,1432.0,50.0,Germany
22877,BMW,6432044,118i,2016,22500.0,Automatic,99888.0,1499.0,5.0,Red,136.0,220.0,4329.0,1765.0,1440.0,52.0,Germany
22878,Proton,6434069,Preve,2014,82500.0,Automatic,29800.0,1561.0,5.0,Grey,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
22879,Mazda,6434746,8,2012,82500.0,Automatic,68800.0,2260.0,8.0,Black,163.0,203.0,4860.0,1850.0,1685.0,68.0,Japan
22880,Ferrari,6434373,458 Italia,2012,12500.0,Automatic,1090000.0,4497.0,2.0,Yellow,570.0,540.0,4527.0,1937.0,1213.0,86.0,Italy
22881,Toyota,6082013,Hilux,2015,82500.0,Automatic,78800.0,2494.0,5.0,Black,144.0,343.0,5260.0,1835.0,1850.0,76.0,Japan
22882,BMW,6079072,523i,2011,112500.0,Automatic,82800.0,2497.0,5.0,Grey,204.0,250.0,4899.0,1860.0,1464.0,70.0,Germany
22883,Toyota,6099581,Hilux,2015,67500.0,Automatic,75900.0,2494.0,5.0,White,144.0,343.0,5260.0,1835.0,1850.0,76.0,Japan
22884,BMW,6351962,320i,2014,107500.0,Automatic,88800.0,1997.0,5.0,Silver,184.0,270.0,4624.0,1881.0,1429.0,60.0,Germany
22885,Mazda,6257664,3,2010,87500.0,Automatic,33899.0,1999.0,5.0,White,147.0,182.0,4490.0,1755.0,1470.0,55.0,Japan
22886,Audi,6375140,A6,2014,47500.0,Automatic,73888.0,1984.0,5.0,White,213.0,350.0,4915.0,1874.0,1455.0,73.0,Germany
22887,Nissan,6348149,Grand Livina,2009,72500.0,Manual,24800.0,1598.0,7.0,Grey,105.0,150.0,4420.0,1690.0,1590.0,52.0,Japan
22888,Proton,6347971,Iriz,2014,57500.0,Automatic,29800.0,1597.0,5.0,Grey,109.0,150.0,3920.0,1722.0,1554.0,40.0,Malaysia
22889,Toyota,6351827,Wish,2003,87500.0,Automatic,33800.0,1794.0,6.0,Grey,179.0,170.0,4550.0,1695.0,1590.0,60.0,Japan
22890,Mazda,6259655,3,2013,65000.0,Automatic,40800.0,1999.0,5.0,Green,147.0,182.0,4580.0,1755.0,1470.0,55.0,Japan
22891,Nissan,6414414,Grand Livina,2014,51800.0,Automatic,56800.0,1798.0,7.0,Brown,126.0,174.0,4485.0,1700.0,1590.0,52.0,Japan
22892,Hyundai,6128423,Elantra,2015,88000.0,Automatic,65800.0,1797.0,5.0,Silver,150.0,178.0,4530.0,1775.0,1445.0,49.0,Japan
22893,Perodua,6393396,Myvi,2014,47500.0,Manual,29800.0,1495.0,5.0,White,103.0,136.0,3685.0,1665.0,1545.0,40.0,Malaysia
22894,Mercedes-Benz,6432653,GLA45 AMG,2016,42500.0,Automatic,248880.0,1991.0,5.0,Black,360.0,450.0,4417.0,1804.0,1494.0,56.0,Germany
22895,Toyota,6338946,Innova,2006,117500.0,Automatic,27800.0,1998.0,8.0,Silver,136.0,182.0,4555.0,1770.0,1755.0,55.0,Japan
22896,Kia,6349607,Forte,2012,92500.0,Automatic,28800.0,1591.0,5.0,Grey,124.0,156.0,4530.0,1775.0,1460.0,52.0,Japan
22897,Perodua,6334095,Myvi,2015,97500.0,Automatic,29800.0,1298.0,5.0,Purple,91.0,117.0,3695.0,1665.0,1570.0,40.0,Malaysia
22898,Ford,6328337,Ranger,2016,57500.0,Automatic,80777.0,3198.0,5.0,Black,200.0,470.0,5362.0,1860.0,1815.0,80.0,USA
22899,Proton,6431986,Satria,2015,57500.0,Manual,33777.0,1597.0,5.0,Black,126.0,150.0,3898.0,1745.0,1434.0,50.0,Malaysia
22900,Honda,5971096,CR-V,2015,72500.0,Automatic,85777.0,1997.0,5.0,White,155.0,190.0,4590.0,1820.0,1685.0,58.0,Japan
22901,Nissan,2951411,X-Trail,2011,72500.0,Automatic,38777.0,1998.0,5.0,Grey,150.0,200.0,4510.0,1765.0,1675.0,60.0,Japan
22902,Perodua,5827699,Alza,2017,49032.0,Automatic,49888.0,1495.0,7.0,Silver,103.0,136.0,4270.0,1695.0,1620.0,42.0,Malaysia
22903,Ford,6235841,Focus,2013,120888.0,Automatic,37888.0,1999.0,5.0,White,170.0,202.0,4358.0,1824.0,1466.0,55.0,USA
22904,Perodua,6143569,Myvi,2010,120000.0,Automatic,22888.0,1298.0,5.0,Orange,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
22905,Toyota,6229882,Harrier,2006,106888.0,Automatic,53999.0,2362.0,5.0,Blue,160.0,221.0,4730.0,1845.0,1680.0,75.0,Japan
22906,Mercedes-Benz,6429653,C200,2016,82500.0,Automatic,146888.0,1991.0,5.0,Silver,184.0,300.0,4686.0,1810.0,1442.0,66.0,Germany
22907,Mazda,6429634,CX-5,2019,22500.0,Automatic,133888.0,1998.0,5.0,Red,165.0,213.0,4550.0,1840.0,1675.0,56.0,Japan
22908,Audi,6418213,Q5,2009,72500.0,Automatic,49999.0,1984.0,5.0,Grey,211.0,350.0,4629.0,1880.0,1653.0,75.0,Germany
22909,BMW,6401207,328i,2015,42500.0,Automatic,143800.0,1997.0,5.0,White,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
22910,BMW,6374495,328i,2013,87500.0,Automatic,109800.0,1997.0,5.0,White,245.0,350.0,4624.0,1811.0,1429.0,60.0,Germany
22911,Honda,6405247,City,2017,27500.0,Automatic,56800.0,1497.0,5.0,Black,120.0,145.0,4442.0,1694.0,1477.0,40.0,Japan
22912,Honda,6338072,City,2015,72500.0,Automatic,56800.0,1497.0,5.0,White,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
22913,Toyota,6359553,Vios,2013,87500.0,Automatic,46800.0,1497.0,5.0,Black,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
22914,Volvo,6394325,XC90,2016,42500.0,Automatic,257000.0,1969.0,7.0,Blue,320.0,400.0,4950.0,1958.0,1776.0,70.0,Sweden
22915,BMW,6130924,116i,2014,67500.0,Automatic,68800.0,1598.0,5.0,Silver,136.0,220.0,4324.0,1765.0,1421.0,52.0,Germany
22916,Volkswagen,6267493,Touareg,2012,82500.0,Automatic,79800.0,3597.0,5.0,Blue,280.0,360.0,4795.0,1940.0,1709.0,85.0,Germany
22917,Proton,6419169,Saga,2015,67500.0,Automatic,17800.0,1332.0,5.0,Silver,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
22918,Volkswagen,6331081,Polo,2015,42000.0,Automatic,31800.0,1598.0,5.0,Grey,105.0,153.0,4384.0,1699.0,1466.0,55.0,Germany
22919,Toyota,6312759,Camry,2011,82500.0,Automatic,49880.0,1998.0,5.0,White,147.0,190.0,4825.0,1820.0,1470.0,70.0,Japan
22920,Proton,6427711,Preve,2014,57500.0,Automatic,30888.0,1561.0,5.0,Grey,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
22921,Perodua,6431740,Alza,2014,92500.0,Automatic,38800.0,1495.0,7.0,Red,103.0,136.0,4270.0,1695.0,1620.0,42.0,Malaysia
22922,Perodua,6237010,Myvi,2012,77500.0,Manual,15900.0,1298.0,5.0,White,91.0,117.0,3765.0,1665.0,1545.0,40.0,Malaysia
22923,Subaru,6430465,XV,2015,40000.0,Automatic,51500.0,1995.0,5.0,Black,150.0,196.0,4450.0,1780.0,1615.0,60.0,Japan
22924,Volkswagen,6430591,Polo,2012,80000.0,Automatic,28500.0,1197.0,5.0,Red,105.0,175.0,3970.0,1682.0,1462.0,45.0,Germany
22925,Proton,6378138,Preve,2014,82500.0,Automatic,30800.0,1561.0,5.0,Blue,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
22926,Honda,6430359,Accord,2014,50000.0,Automatic,67800.0,1997.0,5.0,Black,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
22927,Honda,6409035,Jazz,2005,90000.0,Automatic,22800.0,1497.0,5.0,Red,90.0,131.0,4310.0,1690.0,1485.0,42.0,Japan
22928,Honda,6409032,CR-V,2000,130000.0,Automatic,14800.0,1973.0,5.0,Black,147.0,192.0,4510.0,1750.0,1705.0,50.0,Japan
22929,MINI,6430318,5 Door,2015,42500.0,Automatic,129000.0,1998.0,5.0,Blue,192.0,280.0,4005.0,1727.0,1425.0,44.0,UK
22930,Suzuki,6155476,Swift,2011,52500.0,Automatic,22900.0,1490.0,5.0,White,101.0,133.0,3695.0,1690.0,1690.0,43.0,Japan
22931,Perodua,6155558,Kelisa,2003,197500.0,Automatic,9900.0,989.0,5.0,Silver,55.0,88.0,3480.0,1490.0,1425.0,40.0,Malaysia
22932,Proton,6155632,Gen-2,2005,102500.0,Manual,4900.0,1597.0,5.0,Gold,111.0,148.0,4310.0,1725.0,1435.0,50.0,Malaysia
22933,Audi,5613109,Q5,2012,157500.0,Automatic,87888.0,1984.0,5.0,Black,211.0,350.0,4629.0,1880.0,1653.0,75.0,Germany
22934,Perodua,6417881,Kelisa,2002,147500.0,Automatic,11800.0,989.0,5.0,Yellow,55.0,88.0,3490.0,1490.0,1430.0,40.0,Malaysia
22935,Nissan,6165571,Serena,2014,47500.0,Automatic,66800.0,1997.0,8.0,Silver,147.0,210.0,4770.0,1735.0,1865.0,60.0,Japan
22936,Suzuki,6155613,Swift,2013,87500.0,Automatic,24900.0,1490.0,5.0,Grey,101.0,133.0,3760.0,1690.0,1510.0,43.0,Japan
22937,Suzuki,6160297,Swift,2010,102500.0,Automatic,22900.0,1490.0,5.0,White,101.0,133.0,3695.0,1690.0,1690.0,43.0,Japan
22938,Perodua,6154294,Myvi,2014,52500.0,Automatic,32000.0,1495.0,5.0,Yellow,103.0,136.0,3685.0,1665.0,1545.0,40.0,Malaysia
22939,Perodua,6355642,Viva,2012,82500.0,Automatic,15800.0,989.0,5.0,Silver,61.0,90.0,3575.0,1475.0,1530.0,36.0,Malaysia
22940,Toyota,6270713,Vios,2012,77500.0,Automatic,29800.0,1497.0,5.0,White,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
22941,Honda,6170492,HR-V,2016,32500.0,Automatic,69900.0,1799.0,5.0,Silver,143.0,172.0,4294.0,1772.0,1605.0,50.0,Japan
22942,Perodua,6245710,Myvi,2014,67500.0,Automatic,24800.0,1298.0,5.0,Orange,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
22943,Perodua,6431519,Myvi,2011,97500.0,Automatic,17800.0,1298.0,5.0,Black,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
22944,Perodua,6154389,Myvi,2013,62500.0,Automatic,28000.0,1495.0,5.0,Silver,103.0,136.0,3685.0,1665.0,1545.0,40.0,Malaysia
22945,Honda,6172980,Jazz,2014,97500.0,Automatic,32900.0,1339.0,5.0,Silver,88.0,121.0,3900.0,1695.0,1525.0,40.0,Japan
22946,Proton,6430817,Exora,2015,40000.0,Automatic,36000.0,1597.0,7.0,White,126.0,150.0,4592.0,1809.0,1691.0,55.0,Malaysia
22947,Toyota,6430811,Vellfire,2010,118000.0,Automatic,118000.0,2362.0,7.0,White,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
22948,Perodua,6430876,Alza,2016,30000.0,Automatic,49000.0,1495.0,7.0,Black,103.0,136.0,4270.0,1695.0,1620.0,42.0,Malaysia
22949,Toyota,6430867,Vellfire,2010,90000.0,Automatic,93000.0,2362.0,7.0,White,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
22950,Proton,5921176,Persona,2010,87500.0,Automatic,13800.0,1597.0,5.0,Silver,111.0,148.0,4477.0,1725.0,1438.0,55.0,Malaysia
22951,Honda,6369338,CR-Z,2013,52500.0,Automatic,43999.0,1496.0,4.0,White,135.0,172.0,4075.0,1740.0,1395.0,40.0,Japan
22952,Honda,6338188,Civic,2011,57500.0,Automatic,45999.0,1799.0,5.0,Blue,140.0,174.0,4540.0,1755.0,1435.0,50.0,Japan
22953,Perodua,6313995,Myvi,2016,32500.0,Automatic,27999.0,1298.0,5.0,Purple,91.0,117.0,3745.0,1665.0,1570.0,40.0,Malaysia
22954,Proton,6217522,Saga,2008,97500.0,Automatic,9800.0,1332.0,5.0,Grey,95.0,120.0,4257.0,1680.0,1502.0,40.0,Malaysia
