,make,id,model,year,mileage_kms,transmission,price,engine_capacity,seat_capacity,colour,power_hp,peak_torque_nm,length,width,height,fuel_tanks_litres,country
8011,BMW,6651625,330e,2018,17500.0,Automatic,149888.0,1998.0,5.0,Blue,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
8012,Mercedes-Benz,6625572,GLA250,2016,82500.0,Automatic,148888.0,1991.0,5.0,Brown,211.0,350.0,4417.0,1804.0,1494.0,56.0,Germany
8013,Mercedes-Benz,6651621,E250,2018,17500.0,Automatic,248888.0,1991.0,5.0,Silver,211.0,350.0,4923.0,1852.0,1468.0,66.0,Germany
8014,Mercedes-Benz,6578189,E250 CGI,2010,102500.0,Automatic,80800.0,1796.0,4.0,Silver,204.0,310.0,4698.0,1786.0,1397.0,80.0,Germany
8015,Mercedes-Benz,6545085,E250 CGI,2011,122500.0,Automatic,86800.0,1796.0,4.0,White,204.0,310.0,4698.0,1786.0,1397.0,80.0,Germany
8016,BMW,6628334,330e,2016,30000.0,Automatic,118800.0,1998.0,5.0,Blue,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
8017,Mercedes-Benz,6653727,E250,2018,17500.0,Automatic,248888.0,1991.0,5.0,Silver,211.0,350.0,4923.0,1852.0,1468.0,66.0,Germany
8018,Mercedes-Benz,6653722,SLK200,2016,32500.0,Automatic,148888.0,1991.0,2.0,White,184.0,300.0,4134.0,1810.0,1301.0,60.0,Germany
8019,MINI,6507094,Clubman,2017,37500.0,Automatic,158888.0,1998.0,5.0,Green,192.0,280.0,4253.0,1800.0,1441.0,48.0,UK
8020,MINI,6585332,3 Door,2016,72500.0,Automatic,138888.0,1998.0,4.0,Black,192.0,280.0,3850.0,1727.0,1414.0,44.0,UK
8021,Audi,6640782,TT,2017,97500.0,Automatic,178888.0,1984.0,4.0,Black,290.0,380.0,4191.0,1832.0,1343.0,50.0,Germany
8022,Volkswagen,6507072,Passat,2017,122500.0,Automatic,82888.0,1798.0,5.0,White,179.0,250.0,4767.0,1832.0,1456.0,66.0,Germany
8023,Mercedes-Benz,6580041,E300,2016,92500.0,Automatic,109888.0,2143.0,5.0,Black,204.0,500.0,4879.0,1854.0,1474.0,80.0,Germany
8024,Toyota,6633989,Vellfire,2013,97500.0,Automatic,145800.0,3456.0,7.0,White,280.0,344.0,4885.0,1840.0,1900.0,65.0,Japan
8025,Mercedes-Benz,6604314,E300,2019,12500.0,Automatic,288888.0,1991.0,5.0,White,245.0,370.0,4923.0,1852.0,1468.0,66.0,Germany
8026,Mercedes-Benz,6632981,CLA200,2016,102500.0,Automatic,129888.0,1595.0,5.0,White,156.0,250.0,4630.0,1777.0,1432.0,50.0,Germany
8027,BMW,6593585,X3,2012,97500.0,Automatic,69888.0,1997.0,5.0,Grey,184.0,270.0,4648.0,1881.0,1675.0,67.0,Germany
8028,MINI,6563167,Cooper,2005,42500.0,Automatic,47400.0,1598.0,4.0,Green,116.0,149.0,3626.0,1688.0,1416.0,50.0,UK
8029,Hyundai,6354679,Elantra,2014,104039.0,Automatic,42800.0,1591.0,5.0,White,131.0,157.0,4530.0,1775.0,1445.0,55.0,Japan
8030,Nissan,6348299,Grand Livina,2009,112500.0,Automatic,25800.0,1598.0,7.0,Silver,105.0,150.0,4420.0,1690.0,1590.0,52.0,Japan
8031,Perodua,6551045,Alza,2013,77500.0,Automatic,31800.0,1495.0,7.0,Grey,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
8032,Mercedes-Benz,6604286,E250,2015,47500.0,Automatic,148888.0,1991.0,5.0,Silver,211.0,350.0,4879.0,1854.0,1474.0,80.0,Germany
8033,Proton,6441219,Exora,2013,77500.0,Automatic,28888.0,1561.0,7.0,White,140.0,205.0,4592.0,1809.0,1691.0,55.0,Malaysia
8034,BMW,6604354,730Li,2017,72500.0,Automatic,238888.0,1998.0,5.0,Black,258.0,400.0,5238.0,1902.0,1467.0,78.0,Germany
8035,Proton,6653681,Saga,2009,62500.0,Automatic,10800.0,1332.0,5.0,White,95.0,120.0,4257.0,1680.0,1502.0,40.0,Malaysia
8036,Porsche,6584371,Macan,2017,37500.0,Automatic,288888.0,1984.0,5.0,White,256.0,370.0,4681.0,1923.0,1624.0,65.0,Germany
8037,Ford,6559991,Mustang,2017,37500.0,Automatic,248888.0,4951.0,4.0,Black,416.0,530.0,4784.0,1916.0,1379.0,55.0,USA
8038,Mercedes-Benz,6454899,A200,2015,57500.0,Automatic,133800.0,1595.0,5.0,Silver,156.0,250.0,4292.0,1780.0,1433.0,50.0,Germany
8039,Mercedes-Benz,6625616,GLA200,2016,82500.0,Automatic,148888.0,1595.0,5.0,Brown,156.0,250.0,4417.0,1804.0,1494.0,50.0,Germany
8040,Perodua,6405915,Myvi,2013,47500.0,Manual,22800.0,1298.0,5.0,Grey,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
8041,Mercedes-Benz,6633016,E250,2017,102500.0,Automatic,168888.0,1991.0,5.0,Grey,211.0,350.0,4923.0,1852.0,1468.0,66.0,Germany
8042,Mercedes-Benz,6625644,E200,2015,82500.0,Automatic,132888.0,1991.0,5.0,White,184.0,300.0,4879.0,1854.0,1474.0,80.0,Germany
8043,Nissan,6193758,Navara,2014,97500.0,Automatic,49800.0,2488.0,5.0,Black,174.0,403.0,5230.0,1850.0,1780.0,80.0,Japan
8044,Honda,6613421,City,2014,112500.0,Automatic,44600.0,1497.0,5.0,Grey,120.0,145.0,4415.0,1695.0,1470.0,42.0,Japan
8045,Nissan,6615835,Grand Livina,2013,82500.0,Automatic,38888.0,1798.0,7.0,Grey,126.0,174.0,4420.0,1690.0,1590.0,52.0,Japan
8046,Perodua,6357675,Myvi,2017,52500.0,Automatic,36888.0,1495.0,5.0,Blue,103.0,136.0,3685.0,1665.0,1570.0,40.0,Malaysia
8047,Mercedes-Benz,6541980,E200K,2003,137500.0,Automatic,18888.0,1796.0,5.0,Silver,163.0,240.0,4818.0,1822.0,1452.0,65.0,Germany
8048,Perodua,6305977,Myvi,2007,137500.0,Automatic,14888.0,1298.0,5.0,Gold,87.0,116.0,3720.0,1665.0,1550.0,40.0,Malaysia
8049,Mazda,6474797,3,2017,97500.0,Automatic,70888.0,1998.0,5.0,Blue,165.0,210.0,4460.0,1795.0,1465.0,51.0,Japan
8050,Honda,6525704,Accord,2005,152500.0,Automatic,18888.0,2354.0,5.0,Black,160.0,218.0,4830.0,1820.0,1455.0,65.0,Japan
8051,Nissan,6541717,Sentra,2008,107500.0,Automatic,17888.0,1769.0,5.0,Gold,128.0,164.0,4495.0,1695.0,1445.0,50.0,Japan
8052,Audi,6457095,Q7,2010,97500.0,Automatic,79888.0,4163.0,7.0,Black,349.0,440.0,5086.0,1983.0,1737.0,100.0,Germany
8053,Audi,6203108,S4,2011,82500.0,Automatic,109888.0,2995.0,5.0,Red,333.0,440.0,4717.0,1826.0,1406.0,55.0,Germany
8054,Mercedes-Benz,6082003,CLS350,2011,82500.0,Automatic,128888.0,3498.0,4.0,White,306.0,370.0,4940.0,1881.0,1416.0,80.0,Germany
8055,Nissan,6653668,X-Trail,2015,87500.0,Automatic,72800.0,2488.0,7.0,Blue,171.0,233.0,4640.0,1820.0,1715.0,60.0,Japan
8056,Honda,6109685,Accord,2005,162500.0,Automatic,18888.0,2997.0,5.0,Grey,241.0,287.0,4830.0,1820.0,1455.0,65.0,Japan
8057,Toyota,6460958,FJ Cruiser,2011,62500.0,Automatic,106500.0,3956.0,5.0,Yellow,272.0,380.0,4670.0,1905.0,1830.0,55.0,Japan
8058,Nissan,6561847,Latio,2009,122500.0,Automatic,18888.0,1598.0,5.0,White,109.0,153.0,4205.0,1695.0,1535.0,55.0,Japan
8059,Honda,6600962,City,2005,132500.0,Automatic,15888.0,1497.0,5.0,Gold,110.0,143.0,4310.0,1690.0,1485.0,42.0,Japan
8060,Proton,6600978,Waja,2005,137500.0,Automatic,8888.0,1584.0,5.0,Silver,103.0,140.0,4465.0,1740.0,1420.0,60.0,Malaysia
8061,Nissan,6612102,Grand Livina,2013,92500.0,Automatic,38888.0,1798.0,7.0,Grey,126.0,174.0,4420.0,1690.0,1590.0,52.0,Japan
8062,Toyota,6590329,Camry,2016,77500.0,Automatic,93888.0,2494.0,5.0,White,160.0,213.0,4850.0,1825.0,1470.0,65.0,Japan
8063,BMW,6625626,330e,2018,42500.0,Automatic,148888.0,1998.0,5.0,Grey,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
8064,Ford,5446236,Everest,2011,77500.0,Automatic,51990.0,2953.0,7.0,Maroon,156.0,380.0,5062.0,1788.0,1826.0,71.0,USA
8065,Volkswagen,6455895,Passat,2012,62500.0,Automatic,38800.0,1798.0,5.0,Silver,160.0,250.0,4769.0,1820.0,1470.0,70.0,Germany
8066,Perodua,6608494,Alza,2010,92500.0,Automatic,23800.0,1495.0,7.0,White,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
8067,Kia,6651665,Optima K5,2015,127500.0,Automatic,63888.0,1999.0,5.0,Grey,165.0,198.0,4856.0,1835.0,1455.0,70.0,Japan
8068,BMW,6651668,420i,2015,57500.0,Automatic,148888.0,1997.0,4.0,Blue,184.0,270.0,4638.0,1825.0,1377.0,60.0,Germany
8069,Mercedes-Benz,6651658,ML350,2013,92500.0,Automatic,158888.0,3498.0,5.0,Black,306.0,370.0,4804.0,1926.0,1796.0,93.0,Germany
8070,BMW,6651650,316i,2014,72500.0,Automatic,78888.0,1598.0,5.0,White,136.0,220.0,4624.0,1811.0,1429.0,60.0,Germany
8071,BMW,6651653,428i,2016,37500.0,Automatic,188888.0,1997.0,4.0,White,245.0,350.0,4638.0,1825.0,1377.0,60.0,Germany
8072,Hyundai,6651639,Grand Starex,2019,22500.0,Automatic,123888.0,2497.0,11.0,Black,170.0,392.0,5125.0,1920.0,1925.0,75.0,Japan
8073,BMW,6651633,330e,2018,72500.0,Automatic,145888.0,1998.0,5.0,Grey,184.0,290.0,4633.0,1811.0,1429.0,60.0,Germany
8074,BMW,6640743,328i,2016,42500.0,Automatic,138888.0,1997.0,5.0,White,245.0,350.0,4824.0,1828.0,1508.0,60.0,Germany
8075,BMW,6637974,X1,2017,92500.0,Automatic,118888.0,1998.0,5.0,White,192.0,280.0,4439.0,1821.0,1612.0,51.0,Germany
8076,Audi,5684204,A8,2014,52500.0,Automatic,188900.0,2995.0,4.0,Black,310.0,440.0,5265.0,1949.0,1471.0,82.0,Germany
8077,Perodua,6552256,Alza,2013,82500.0,Automatic,30800.0,1495.0,7.0,Silver,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
8078,Toyota,6462117,Camry,2013,66000.0,Automatic,74900.0,1998.0,5.0,Grey,148.0,190.0,4825.0,1825.0,1470.0,70.0,Japan
8079,Perodua,6440177,Alza,2015,92500.0,Automatic,40800.0,1495.0,7.0,Maroon,103.0,136.0,4270.0,1695.0,1620.0,42.0,Malaysia
8080,Toyota,6405906,Vios,2015,47500.0,Automatic,55800.0,1497.0,5.0,White,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
8081,BMW,6564885,523i,2006,117500.0,Automatic,33800.0,2497.0,5.0,Grey,177.0,230.0,4841.0,1846.0,1468.0,70.0,Germany
8082,Honda,6564855,Accord,2017,32500.0,Automatic,100800.0,1997.0,5.0,Grey,211.0,190.0,4935.0,1850.0,1465.0,65.0,Japan
8083,Ford,6479429,Ranger,2013,87500.0,Automatic,52800.0,2198.0,5.0,Black,150.0,375.0,5359.0,1850.0,1815.0,80.0,USA
8084,Perodua,6440175,Alza,2015,72500.0,Automatic,37800.0,1495.0,7.0,White,103.0,136.0,4270.0,1695.0,1620.0,42.0,Malaysia
8085,Nissan,6440134,Almera,2013,107500.0,Automatic,29800.0,1498.0,5.0,White,102.0,139.0,4425.0,1695.0,1510.0,41.0,Japan
8086,Honda,6405903,Civic,2013,77500.0,Automatic,55800.0,1997.0,5.0,Black,155.0,190.0,4525.0,1755.0,1435.0,50.0,Japan
8087,Honda,6331070,Jazz,2016,42500.0,Automatic,52800.0,1497.0,5.0,White,120.0,145.0,3955.0,1694.0,1524.0,40.0,Japan
8088,Toyota,6326883,Camry,2011,82500.0,Automatic,47800.0,1998.0,5.0,White,147.0,190.0,4825.0,1820.0,1470.0,70.0,Japan
8089,Perodua,6213384,Axia,2015,72500.0,Automatic,23800.0,998.0,5.0,Grey,67.0,90.0,3640.0,1620.0,1510.0,33.0,Malaysia
8090,Proton,6061896,Saga,2015,92500.0,Automatic,19800.0,1332.0,5.0,White,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
8091,Honda,6061888,Jazz,2014,97500.0,Automatic,44800.0,1497.0,5.0,Black,120.0,146.0,3900.0,1695.0,1525.0,42.0,Japan
8092,BMW,6638940,X3,2019,12500.0,Automatic,249800.0,1998.0,5.0,Silver,252.0,350.0,4708.0,1891.0,1676.0,65.0,Germany
8093,BMW,6638923,X1,2019,12500.0,Automatic,175800.0,1998.0,5.0,Black,192.0,280.0,4439.0,1821.0,1612.0,51.0,Germany
8094,Proton,6566973,Exora,2013,72500.0,Automatic,28800.0,1561.0,7.0,Silver,140.0,205.0,4592.0,1809.0,1691.0,55.0,Malaysia
8095,Honda,6573440,Accord,2016,32500.0,Automatic,78800.0,1997.0,5.0,White,155.0,190.0,4870.0,1850.0,1465.0,65.0,Japan
8096,BMW,6581269,X6,2011,142500.0,Automatic,136800.0,2979.0,4.0,White,306.0,400.0,4877.0,1983.0,1690.0,85.0,Germany
8097,Honda,6564849,Accord,2010,97500.0,Automatic,36800.0,1997.0,5.0,Silver,156.0,189.0,4945.0,1845.0,1475.0,70.0,Japan
8098,Perodua,6564830,Alza,2010,72500.0,Automatic,25800.0,1495.0,7.0,White,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
8099,Honda,6440168,City,2016,87500.0,Automatic,48800.0,1497.0,5.0,Silver,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
8100,Honda,6436868,Civic,2010,102500.0,Automatic,42800.0,1799.0,5.0,Black,140.0,174.0,4540.0,1755.0,1435.0,50.0,Japan
8101,Toyota,6347859,Vios,2009,87500.0,Automatic,26800.0,1497.0,5.0,Bronze,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
8102,Honda,5699565,City,2013,77500.0,Automatic,39800.0,1497.0,5.0,Black,120.0,145.0,4415.0,1695.0,1470.0,42.0,Japan
8103,Toyota,5773259,Estima,2005,142500.0,Automatic,39800.0,2994.0,7.0,Black,220.0,304.0,4770.0,1790.0,1770.0,70.0,Japan
8104,Porsche,5775907,Cayenne,2008,117500.0,Automatic,85888.0,3598.0,5.0,Black,290.0,385.0,4792.0,1928.0,1699.0,100.0,Germany
8105,Toyota,6653637,Corolla Altis,2012,87500.0,Automatic,45800.0,1798.0,5.0,White,140.0,173.0,4540.0,1760.0,1465.0,55.0,Japan
8106,BMW,6653589,320i,2013,122500.0,Automatic,82800.0,1997.0,5.0,Grey,184.0,270.0,4624.0,1811.0,1429.0,60.0,Germany
8107,Toyota,6627234,Vios,2013,70000.0,Automatic,51800.0,1497.0,5.0,White,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
8108,Toyota,6638766,Vellfire,2011,85000.0,Automatic,129800.0,2362.0,7.0,Black,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
8109,Perodua,6627904,Bezza,2017,39000.0,Automatic,39800.0,1329.0,5.0,Bronze,95.0,121.0,4150.0,1620.0,1510.0,36.0,Malaysia
8110,Nissan,6631551,X-Trail,2015,102500.0,Automatic,70800.0,1997.0,7.0,White,144.0,200.0,4640.0,1820.0,1715.0,60.0,Japan
8111,Volkswagen,6607904,Jetta,2012,110000.0,Automatic,38800.0,1390.0,5.0,White,160.0,240.0,4644.0,1778.0,1482.0,55.0,Germany
8112,Mazda,6598838,2,2016,55000.0,Automatic,62800.0,1496.0,5.0,Red,116.0,148.0,4320.0,1695.0,1470.0,44.0,Japan
8113,Toyota,6631586,Vios,2007,82500.0,Automatic,26800.0,1497.0,5.0,Silver,109.0,141.0,4300.0,1700.0,1460.0,42.0,Japan
8114,Honda,6467180,City,2008,120000.0,Automatic,20500.0,1497.0,5.0,Grey,110.0,143.0,4390.0,1690.0,1485.0,42.0,Japan
8115,Honda,6467181,Civic,2003,170000.0,Automatic,14500.0,1668.0,5.0,Silver,131.0,155.0,4435.0,1720.0,1440.0,45.0,Japan
8116,Perodua,6566671,Myvi,2012,82500.0,Automatic,30000.0,1495.0,5.0,Silver,103.0,136.0,3685.0,1665.0,1545.0,40.0,Malaysia
8117,Honda,6467125,City,2014,60000.0,Automatic,46500.0,1497.0,5.0,Silver,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
8118,Nissan,6467174,Sentra,2005,150000.0,Automatic,14500.0,1597.0,5.0,Silver,118.0,143.0,4495.0,1695.0,1445.0,50.0,Japan
8119,Honda,6566667,City,2013,72500.0,Automatic,41000.0,1497.0,5.0,Grey,120.0,145.0,4415.0,1695.0,1470.0,42.0,Japan
8120,Mercedes-Benz,6566672,E240,2003,147500.0,Automatic,23000.0,2597.0,5.0,Silver,177.0,240.0,4818.0,1822.0,1452.0,65.0,Germany
8121,Perodua,5768258,Kelisa,2003,97500.0,Manual,9800.0,989.0,5.0,Silver,55.0,88.0,3480.0,1490.0,1425.0,40.0,Malaysia
8122,Toyota,6465068,Vellfire,2010,92500.0,Automatic,102800.0,2362.0,7.0,Black,170.0,224.0,4865.0,1840.0,1900.0,65.0,Japan
8123,Honda,6606795,Jazz,2016,52500.0,Automatic,56800.0,1497.0,5.0,Grey,120.0,145.0,3955.0,1694.0,1524.0,40.0,Japan
8124,Nissan,6588657,Sylphy,2014,100000.0,Automatic,49800.0,1798.0,5.0,White,131.0,174.0,4615.0,1760.0,1495.0,52.0,Japan
8125,Toyota,6649180,Vios,2014,62500.0,Automatic,44000.0,1497.0,5.0,Grey,109.0,141.0,4410.0,1700.0,1475.0,42.0,Japan
8126,Honda,6649188,Jazz,2014,62500.0,Automatic,40000.0,1497.0,5.0,White,120.0,146.0,3900.0,1695.0,1525.0,42.0,Japan
8127,Perodua,6649125,Myvi,2013,72500.0,Automatic,26000.0,1298.0,5.0,Silver,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
8128,Proton,6649186,Persona,2008,122500.0,Automatic,9800.0,1597.0,5.0,Purple,111.0,148.0,4477.0,1725.0,1438.0,55.0,Malaysia
8129,Volkswagen,6649203,Golf,2012,82500.0,Automatic,47000.0,1390.0,5.0,White,160.0,240.0,4199.0,1786.0,1512.0,55.0,Germany
8130,Kia,6649205,Rio,2014,62500.0,Automatic,34000.0,1396.0,5.0,Blue,109.0,137.0,4045.0,1720.0,1455.0,43.0,Japan
8131,BMW,6649216,740Li,2010,92500.0,Automatic,78000.0,2979.0,5.0,White,326.0,450.0,5212.0,1902.0,1478.0,82.0,Germany
8132,Proton,6649196,Persona,2010,102500.0,Automatic,13000.0,1597.0,5.0,Silver,111.0,148.0,4477.0,1725.0,1438.0,55.0,Malaysia
8133,Volkswagen,6570937,Polo,2014,57500.0,Automatic,28888.0,1598.0,5.0,Silver,105.0,153.0,4384.0,1699.0,1466.0,55.0,Germany
8134,Toyota,6544206,Corolla Altis,2003,182500.0,Automatic,16888.0,1794.0,5.0,Gold,136.0,171.0,4530.0,1705.0,1480.0,55.0,Japan
8135,Toyota,6553447,Avanza,2010,147500.0,Automatic,23999.0,1495.0,7.0,Black,109.0,141.0,4120.0,1635.0,1695.0,45.0,Japan
8136,Nissan,6538897,Grand Livina,2012,67500.0,Automatic,34999.0,1798.0,7.0,Black,126.0,174.0,4420.0,1690.0,1590.0,52.0,Japan
8137,Honda,6539789,CR-V,2015,62500.0,Automatic,72999.0,1997.0,5.0,Blue,155.0,190.0,4590.0,1820.0,1685.0,58.0,Japan
8138,BMW,6542511,523i,2009,97500.0,Automatic,34999.0,2497.0,5.0,Black,190.0,230.0,4841.0,1846.0,1468.0,70.0,Germany
8139,Mercedes-Benz,6570902,C250 CGI,2012,57500.0,Automatic,68999.0,1796.0,5.0,Black,204.0,310.0,4591.0,1770.0,1447.0,66.0,Germany
8140,Perodua,6537417,Myvi,2014,82500.0,Manual,28999.0,1298.0,5.0,Silver,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
8141,Honda,6575756,Accord,2009,67500.0,Automatic,34999.0,1997.0,5.0,Grey,156.0,189.0,4945.0,1845.0,1475.0,70.0,Japan
8142,Mercedes-Benz,6621649,A250,2015,72500.0,Automatic,129999.0,1991.0,5.0,Grey,211.0,350.0,4292.0,1780.0,1433.0,50.0,Germany
8143,Perodua,6570889,Alza,2013,67500.0,Automatic,31999.0,1495.0,7.0,Black,103.0,136.0,4205.0,1695.0,1620.0,42.0,Malaysia
8144,Proton,6166526,Saga,2013,62500.0,Automatic,13980.0,1332.0,5.0,Gold,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
8145,Proton,6286245,Saga,2014,87500.0,Manual,12980.0,1332.0,5.0,Silver,95.0,120.0,4278.0,1680.0,1520.0,40.0,Malaysia
8146,Honda,6559297,City,2016,82500.0,Automatic,53999.0,1497.0,5.0,Grey,120.0,145.0,4440.0,1695.0,1477.0,40.0,Japan
8147,Toyota,6605819,Corolla Altis,2016,67500.0,Automatic,72999.0,1798.0,5.0,White,139.0,173.0,4620.0,1776.0,1460.0,55.0,Japan
8148,Kia,6561059,Optima K5,2015,62500.0,Automatic,69800.0,1999.0,5.0,Black,165.0,198.0,4856.0,1835.0,1455.0,70.0,Japan
8149,Honda,6473694,CR-V,2014,67500.0,Automatic,68800.0,1997.0,5.0,Grey,155.0,190.0,4545.0,1820.0,1685.0,58.0,Japan
8150,Nissan,6448369,Grand Livina,2015,77500.0,Automatic,45800.0,1598.0,7.0,Silver,105.0,150.0,4485.0,1700.0,1590.0,52.0,Japan
8151,Honda,6585699,City,2011,82500.0,Automatic,33800.0,1497.0,5.0,Grey,120.0,145.0,4395.0,1695.0,1470.0,42.0,Japan
8152,Honda,6605823,City,2010,82500.0,Automatic,33800.0,1497.0,5.0,Grey,120.0,145.0,4395.0,1695.0,1470.0,42.0,Japan
8153,Mercedes-Benz,6590268,C250,2016,62500.0,Automatic,248333.0,1991.0,4.0,White,211.0,350.0,4686.0,1810.0,1409.0,50.0,Germany
8154,Mazda,6336293,2,2016,92500.0,Automatic,49800.0,1496.0,5.0,Red,116.0,148.0,4060.0,1695.0,1495.0,44.0,Japan
8155,Perodua,6533668,Axia,2019,27500.0,Automatic,26800.0,998.0,5.0,White,68.0,91.0,3640.0,1620.0,1510.0,33.0,Malaysia
8156,Hyundai,6643939,Santa Fe,2012,77500.0,Automatic,33800.0,2359.0,7.0,Black,174.0,228.0,4660.0,1890.0,1760.0,70.0,Japan
8157,Mazda,6317979,6,2013,70000.0,Automatic,69888.0,2488.0,5.0,Red,188.0,250.0,4865.0,1840.0,1450.0,62.0,Japan
8158,Honda,6375645,CR-Z,2013,62000.0,Automatic,45888.0,1496.0,4.0,White,135.0,172.0,4075.0,1740.0,1395.0,40.0,Japan
8159,Mercedes-Benz,6539867,E250 CGI,2011,77500.0,Automatic,86888.0,1796.0,4.0,White,204.0,310.0,4698.0,1786.0,1397.0,80.0,Germany
8160,Perodua,6356800,Myvi,2017,50000.0,Automatic,35888.0,1495.0,5.0,Unknown,103.0,136.0,3685.0,1665.0,1570.0,40.0,Malaysia
8161,BMW,6633438,318i,2016,62500.0,Automatic,113800.0,1499.0,5.0,Silver,136.0,220.0,4633.0,1811.0,1429.0,60.0,Germany
8162,Nissan,6653522,Sylphy,2010,97500.0,Automatic,24800.0,1997.0,5.0,White,133.0,191.0,4610.0,1695.0,1510.0,52.0,Japan
8163,Porsche,4147364,Cayenne,2006,87500.0,Automatic,57000.0,4511.0,5.0,White,521.0,720.0,4786.0,1928.0,1699.0,100.0,Germany
8164,Perodua,6005214,Kelisa,2006,2500.0,Automatic,12000.0,989.0,5.0,Silver,55.0,88.0,3490.0,1490.0,1430.0,40.0,Malaysia
8165,Nissan,6231653,Grand Livina,2009,87500.0,Automatic,25000.0,1798.0,7.0,Beige,126.0,174.0,4420.0,1690.0,1590.0,52.0,Japan
8166,Toyota,6570164,Hilux,2015,62500.0,Automatic,67000.0,2494.0,5.0,Black,144.0,343.0,5260.0,1835.0,1850.0,76.0,Japan
8167,Hyundai,4928391,Elantra,2013,62500.0,Automatic,43000.0,1797.0,5.0,Grey,150.0,178.0,4530.0,1775.0,1445.0,55.0,Japan
8168,Audi,6591342,A4,2009,52500.0,Automatic,54800.0,1984.0,5.0,Red,213.0,350.0,4703.0,1826.0,1427.0,55.0,Germany
8169,Volkswagen,6591325,Golf,2013,72500.0,Automatic,101800.0,1984.0,5.0,Black,220.0,350.0,4268.0,1799.0,1442.0,50.0,Germany
8170,Mazda,6485949,2,2016,67500.0,Automatic,54800.0,1496.0,5.0,White,116.0,148.0,4320.0,1695.0,1470.0,44.0,Japan
8171,Honda,6492066,CR-Z,2012,82500.0,Automatic,45800.0,1496.0,4.0,Red,124.0,167.0,4080.0,1740.0,1395.0,40.0,Japan
8172,Subaru,6392349,XV,2016,52500.0,Automatic,71800.0,1995.0,5.0,Silver,150.0,196.0,4450.0,1780.0,1615.0,60.0,Japan
8173,Mitsubishi,6478127,Pajero Sport,2012,97500.0,Automatic,52800.0,2477.0,7.0,Black,136.0,314.0,4695.0,1815.0,1800.0,70.0,Japan
8174,Porsche,6299772,Macan,2015,82500.0,Automatic,259800.0,1984.0,5.0,Black,237.0,350.0,4681.0,1923.0,1624.0,65.0,Germany
8175,Toyota,6495130,Camry,2002,97500.0,Automatic,15700.0,2362.0,5.0,Silver,207.0,218.0,4825.0,1810.0,1500.0,70.0,Japan
8176,Mitsubishi,6524541,ASX,2014,62500.0,Automatic,49800.0,1998.0,5.0,White,150.0,197.0,4295.0,1770.0,1615.0,60.0,Japan
8177,Perodua,6527422,Myvi,2013,62500.0,Automatic,24800.0,1298.0,5.0,Purple,91.0,117.0,3690.0,1665.0,1545.0,40.0,Malaysia
8178,Mercedes-Benz,6578561,C250 CGI,2013,62500.0,Automatic,62099.0,1796.0,5.0,Black,204.0,310.0,4591.0,1770.0,1447.0,66.0,Germany
8179,Toyota,6593269,Innova,2010,97500.0,Automatic,30599.0,1998.0,8.0,Gold,136.0,182.0,4555.0,1770.0,1755.0,55.0,Japan
8180,Honda,6581214,City,2008,87500.0,Automatic,16888.0,1497.0,5.0,Black,90.0,131.0,4390.0,1690.0,1485.0,42.0,Japan
8181,Proton,5566776,Preve,2014,72500.0,Automatic,21700.0,1561.0,5.0,Red,140.0,205.0,4543.0,1786.0,1524.0,50.0,Malaysia
8182,Kia,6436393,Forte,2013,72500.0,Automatic,21800.0,1591.0,5.0,Red,124.0,156.0,4530.0,1775.0,1460.0,52.0,Japan
