link,Bore(mm),Stroke(mm),Power(hp),Compression Ratio,Peak Torque(Nm),Length(mm),Width(mm),Height(mm),Fuel Tank (litres)
https://www.carlist.my/used-cars/2014-hyundai-santa-fe-2-4-executive-plus-suv-original-year-make-low-mileage/6437010,88,97,175,10.5,227,4690,1880,1680,64
https://www.carlist.my/used-cars/2019-volkswagen-tiguan-1-4-280-tsi-highline-suv/6617002,74.5,80,150,10.5,250,4486,1839,1673,60
https://www.carlist.my/used-cars/2012-proton-saga-1-3-flx-executive-sedan-original-year-make-one-owner/6483927,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/2014-mazda-cx-5-2-5-skyactiv-g-suv-original-year-make-full-spec-low-mileage-like-new/6599972,NA,NA,185,13,250,4555,1840,1670,56
https://www.carlist.my/used-cars/2015-toyota-vios-1-5-e-sedan-original-year-make-one-owner/6437001,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/2011-honda-accord-2-4-i-vtec-vti-l-new-facelife-original-year-make-low-mileage-like-new/6338199,87,99,181,10.51,222,4945,1845,1475,70
https://www.carlist.my/used-cars/2010-volvo-xc60-2-0-suv-original-year-make-like-new-one-owner/6428155,NA,NA,205,NA,300,4627,1891,1672,70
https://www.carlist.my/used-cars/2013-volkswagen-beetle-1-2-tsi-a-christmas-special-price/6197726,NA,NA,105,NA,175,4278,1808,1486,55
https://www.carlist.my/used-cars/2019-bmw-530i-2-0-m-sport-sedan-best-deal-in-town/6239461,82,94.6,252,10.2,350,4936,1868,1479,68
https://www.carlist.my/used-cars/2018-toyota-vios-1-5-gx-sedan-like-new/6342528,72,91.8,107,10,140,4410,1700,1475,42
https://www.carlist.my/used-cars/2017-honda-city-1-5-e-i-vtec-sedan-waranty-like-new/5900325,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2009-toyota-estima-2-4-aeras-mpv/6120939,88.5,96,170,9.8,223,4795,1800,1745,65
https://www.carlist.my/used-cars/2012-bmw-328i-2-0-sport-line-sedan-local/6281967,84,90.1,245,10.01,350,4624,1811,1429,60
https://www.carlist.my/used-cars/jaguar-f-pace-2-0-25t/6552252,83,92.3,250,10.5,365,4731,2070,1693,63
https://www.carlist.my/used-cars/range-rover-velar-2-0-p250-se-r-dynamic/6642847,83,92.3,250,NA,365,4803,2032,1665,63
https://www.carlist.my/used-cars/range-rover-velar-2-0-p250-se-r-dynamic/6549383,83,92.3,250,NA,365,4803,2032,1665,63
https://www.carlist.my/used-cars/range-rover-velar-3-0-p380-r-dynamic/6549184,84.5,89,381,10.5,450,4803,2032,1665,63
https://www.carlist.my/used-cars/jaguar-xe-2-0-r-sport/6642979,NA,NA,241,NA,340,4672,1850,1416,63
https://www.carlist.my/used-cars/jaguar-f-pace-2-0-25t/6646029,83,92.3,250,10.5,365,4731,2070,1693,63
https://www.carlist.my/used-cars/jaguar-f-type-2-0-ingenium-coupe/6548940,NA,NA,300,9.5,400,4482,1923,1311,63
https://www.carlist.my/used-cars/land-rover-discovery-sport-2-0/6581063,87.5,83.1,241,10,340,4599,2069,1724,70
https://www.carlist.my/used-cars/land-rover-discovery-sport-2-0/6555852,87.5,83.1,241,10,340,4599,2069,1724,70
https://www.carlist.my/used-cars/land-rover-discovery-sport-2-0/6551368,87.5,83.1,241,10,340,4599,2069,1724,70
https://www.carlist.my/used-cars/land-rover-discovery-3-0-hse-td6-lux/6581112,84,90,258,16.4,600,4970,2073,1846,85
https://www.carlist.my/used-cars/2015-perodua-myvi-1-3-se-m-original-se-limited-model-blacklist-ptptn-tiada-lesen-lulus/6290073,72,79.7,91,NA,117,3695,1665,1570,40
https://www.carlist.my/used-cars/great-offer-2019-bmw-330i-2-0-m-sport-sedan-cbu-with-bmw-6-years-free-services-many-colours-units-t-c-apply/6244911,82,94.6,258,10.2,400,4709,1827,1435,59
https://www.carlist.my/used-cars/2015-mercedes-benz-cla200-1-6-a-cgi-turbo-local-spec/5843418,NA,NA,156,10.3,250,4630,1777,1432,50
https://www.carlist.my/used-cars/2017-toyota-vellfire-2-5-z-golden-eyes-a-unreg/6540807,90,98,182,NA,235,4935,1850,1880,NA
https://www.carlist.my/used-cars/2016-bmw-320i-2-0-sport-line-sedan-under-warranty/6279575,82,94.6,184,11,290,4633,1811,1429,60
https://www.carlist.my/used-cars/2012-mercedes-benz-e250-1-8-amg-coupe/6602041,82,85,204,9.3,310,4698,1786,1397,80
https://www.carlist.my/used-cars/2006-honda-civic-2-0-i-vtec-sedan/6567166,86,86,155,9.8,177,4470,1720,1440,45
https://www.carlist.my/used-cars/2004-mercedes-benz-sl350-3-7-convertible/6595221,97,84,245,10,350,4531,1827,1317,90
https://www.carlist.my/used-cars/2016-perodua-axia-1-0-se-hatchback-tiptop-1-owner/6445358,71,84,67,NA,90,3640,1620,1510,33
https://www.carlist.my/used-cars/2013-honda-accord-2-0-i-vtec-vti-l-sedan/6619216,81,96.9,156,10.61,189,4950,1845,1475,70
https://www.carlist.my/used-cars/2011-toyota-vellfire-2-4-z-platinum-mpv/6647139,88.5,96,170,9.81,224,4865,1840,1900,65
https://www.carlist.my/used-cars/2016-toyota-vios-1-5-j-sedan/6644049,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/porsche-carrera-new-facelift-4s-turbo-2010-new-facelift-led-lights-collection-item-beige-in-colour-leather-crystal-white-in-colour-one-dato-sri-owner/5908018,NA,NA,345,12.5,390,4435,1808,1310,64
https://www.carlist.my/used-cars/ferrari-f430-spider-limited-spec-2007-cabriolet-spider-limited-collection-item-black-in-colour-leather-original-low-mileage-only-22km-1-dato-sri-owner/6079867,92,81,489,11.3,465,4512,1923,1234,95
https://www.carlist.my/used-cars/2013-mercedes-benz-a200-1-6-hatchback/6531024,NA,NA,156,10.3,250,4292,1780,1433,50
https://www.carlist.my/used-cars/mercedes-benz-c200-2-0-under-warranty-full-service-54k-w205-vip-owner/6602580,NA,NA,184,9.8,300,4686,1810,1442,66
https://www.carlist.my/used-cars/kia-forte-2-0-a-sx-high-spec-paddle-shift-push-start-k3-mazda-3/6451959,NA,NA,156,NA,194,4530,1775,1460,52
https://www.carlist.my/used-cars/2013-mini-countryman-1-6-cooper-s-all4-jcw-45k-km/6678672,NA,NA,184,NA,240,4110,1789,1561,47
https://www.carlist.my/used-cars/2012-bmw-730li-3-0-f02-cbu-local-vacuum-door-p-start-navi-s-roof-warranty/6323443,85,88,258,NA,310,5212,1902,1478,82
https://www.carlist.my/used-cars/2018-bmw-x3-2-0-xdrive30i-luxury-suv/6650531,82,94.6,252,NA,350,4708,1891,1676,65
https://www.carlist.my/used-cars/2018-honda-civic-1-8-i-vtec-sedan-a/6665235,81,87.3,141,10.6,174,4630,1799,1416,47
https://www.carlist.my/used-cars/2015-honda-city-1-5-i-vtec-sedan-a/6665224,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2010-toyota-vios-m-1-5-j-well-maintained/6499199,75,84.7,109,10.5,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2016-perodua-myvi-a-1-3-g-best-deal/6499193,72,79.7,91,NA,117,3695,1665,1570,40
https://www.carlist.my/used-cars/2012-perodua-myvi-a-1-5-se-well-maintained/6499201,72,91.8,103,10,136,3685,1665,1545,40
https://www.carlist.my/used-cars/2014-perodua-alza-a-1-5-advance-best-deal/6499189,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/2008-toyota-wish-1-8-mpv-well-maintained/6361904,79,91.5,179,10,170,4550,1695,1590,60
https://www.carlist.my/used-cars/2010-12-toyota-vellfire-a-2-4-z-platinum-best-deal/6580753,88.5,96,170,9.81,224,4865,1840,1900,65
https://www.carlist.my/used-cars/2015-nissan-x-trail-a-2-0-best-deal/6580749,84,90.1,144,11.2,200,4640,1820,1715,60
https://www.carlist.my/used-cars/2011-volkswagen-passat-a-1-8-tsi-well-maintained/6580739,NA,NA,160,NA,250,4769,1820,1470,70
https://www.carlist.my/used-cars/2014-honda-accord-a-2-0-i-vtec-vti-l/6580737,81,96.9,155,10.6,190,4870,1850,1465,65
https://www.carlist.my/used-cars/2014-bmw-320i-a-2-0/6580735,NA,NA,184,11,270,4624,1811,1429,60
https://www.carlist.my/used-cars/2015-maserati-ghibli-3-0-a-v6-twin-turbo-high-spec-cbu-imported-brand-new-by-naza-italia-very-low-mileage-37k-km-full-service-record-by-maserati/6280781,86.5,84.5,330,9.7,500,4971,2100,1461,80
https://www.carlist.my/used-cars/2012-bmw-328i-a-2-0-best-deal/6636680,84,90.1,245,10.01,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2012-honda-civic-1-8-s-i-vtec-a-fast-deal/6567107,81,87.3,141,10.61,174,4525,1755,1435,50
https://www.carlist.my/used-cars/2015-mercedes-benz-cla200-amg-brabus-edition-limited-unit-brabus-sport-exhaust-worth-30k/6664636,NA,NA,156,10.3,250,4630,1777,1432,50
https://www.carlist.my/used-cars/2000-proton-iswara-1-3-s-hatchback/6677194,71,82,75,9.5,109,4110,1655,1360,45
https://www.carlist.my/used-cars/2015-nissan-almera-1-5-e-a/6603723,78,78.4,102,10.1,139,4425,1695,1500,41
https://www.carlist.my/used-cars/2011-kia-sorento-2-4-a/6603711,88,97,177,10.5,226,4685,1885,1750,70
https://www.carlist.my/used-cars/reg-2008-toyota-estima-2-4-aeras/6421689,88.5,96,160,9.6,221,4770,1790,1770,70
https://www.carlist.my/used-cars/2013-perodua-viva-847-ex-m/6603719,66.6,81,53,10,76,3575,1475,1530,36
https://www.carlist.my/used-cars/2012-volkswagen-polo-1-6-a/6603709,NA,NA,105,NA,153,4384,1699,1466,55
https://www.carlist.my/used-cars/2015-honda-city-1-5-e-i-vtec-a/6603679,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2012-toyota-vios-1-5-j-a/6603713,NA,NA,109,NA,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-se-a/6603716,72,91.8,103,10,136,3685,1665,1545,40
https://www.carlist.my/used-cars/2012-perodua-myvi-1-3-ezi-a/6603694,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2014-nissan-sylphy-a-1-8-vl-best-deal/6494116,NA,NA,131,9.9,174,4615,1760,1495,52
https://www.carlist.my/used-cars/2011-bmw-730li-a-f02-cbu-imported-brand-new-long-wheel-base-new-facelift-grille-high-spec-by-bmw-malaysia/6228950,85,88,258,NA,310,5212,1902,1478,82
https://www.carlist.my/used-cars/2014-bmw-328i-2-0-m-sport-sedan/6679944,84,90.1,245,10,350,4624,1811,1429,60
https://www.carlist.my/used-cars/2012-volkswagen-cc-1-8-tsi-sport-high-spec-version-a-turbo-petrol-new-facelift-dsg-sport-4-door-coupe-cbu-imported-brand-new-by-vw-malaysia/6523087,NA,NA,160,NA,250,4802,1855,1421,70
https://www.carlist.my/used-cars/mazda-6-2-0-a-sedan-paddle-shift-leather-seat/6489379,87.5,83.1,147,10,184,4755,1795,1440,64
https://www.carlist.my/used-cars/mazda-6-2-5-a-skyactiv-g-sedan-leather-seat-power-seat-reverse-camera-sun-roof-memory-seat/6626371,89,100,188,13,250,4865,1840,1450,62
https://www.carlist.my/used-cars/nissan-navara-2-5-m-np300-se-pickup-truck-4x4-diesel-turbo-manual/6275241,89,100,163,15,403,5255,1850,1810,80
https://www.carlist.my/used-cars/toyota-fortuner-2-7-a-srz-4x4-suv-full-service-record-60km-power-boot-projecter-led-7-air-bag/6399693,95,95,166,9.6,245,4795,4855,1835,80
https://www.carlist.my/used-cars/suzuki-swift-1-4-a-glx-s-hatchback-keyless/6122899,73,82,95,10,130,3850,1695,1510,42
https://www.carlist.my/used-cars/bmw-x6-3-0-a-1-year-warranty-5-seater-2010-excellent-condition-front-rear-3-dvd-players-full-leather-seats-new-facelift-model-one-datin-owner/6385192,84,89.6,306,NA,400,4877,1983,1690,85
https://www.carlist.my/used-cars/porsche-panamera-3-0-4s-p-roof-s-chrono-f-service/6618044,NA,NA,420,9.8,520,5015,1931,1418,100
https://www.carlist.my/used-cars/mercedes-benz-ml350-3-5-pwboot-airmatic-susp-wrnty/6648669,92.9,86,272,10.7,350,4780,1911,1815,108
https://www.carlist.my/used-cars/2013-perodua-myvi-1-5-i-a-se-local-dvvt-zhs-high-spec-ckd-1-owner-like-new/6376089,72,91.8,103,10,136,3685,1665,1545,40
https://www.carlist.my/used-cars/2008-2011-bmw-325i-2-5-sports-a-ckd/6492472,82,78.8,222,NA,250,4531,1817,1421,63
https://www.carlist.my/used-cars/2008-mercedes-benz-e200k-1-8-elegance-a-ckd/6365792,82,85,184,9.5,240,4818,1822,1452,65
https://www.carlist.my/used-cars/2013-mercedes-benz-a250-amg-a-w176-7g-dct-original-full-amg-super-high-spec-brand-new-by-mercedes-c-c-penang/6534419,NA,NA,211,NA,350,4292,1780,1438,50
https://www.carlist.my/used-cars/2012-toyota-corolla-altis-1-8-a-sedan/6660612,NA,NA,140,NA,173,4540,1760,1465,NA
https://www.carlist.my/used-cars/2014-mercedes-benz-a250-amg-a-w176-7g-dct-original-full-amg-super-high-spec-brand-new-by-mercedes-c-c-penang/6517521,NA,NA,211,9.8,350,4292,1780,1433,50
https://www.carlist.my/used-cars/2015-toyota-harrier-2-0-premium-advanced-suv/6646321,NA,NA,151,NA,193,4720,1835,1690,NA
https://www.carlist.my/used-cars/2015-mazda-cx-5-2-0-i-skyactiv-g-a-2wd-gls-high-spec-ckd-local-brand-new-by-bermas-mazda-malaysia/6516613,83.5,91.2,155,13,200,4555,1840,1670,56
https://www.carlist.my/used-cars/honda-civic-1-5-tc-premium-f-s-r-in-honda-15k/6649920,73,89.5,173,10.6,220,4630,1799,1416,47
https://www.carlist.my/used-cars/nissan-almera-1-5-a-full-nismo-kit-full-full-service-record/6452813,78,78.4,102,10.1,139,4425,1695,1510,41
https://www.carlist.my/used-cars/2010-toyota-estima-2-4a-2power-door-leather-seat-register-year-2015/6538023,88.5,96,170,9.8,223,4795,1800,1745,65
https://www.carlist.my/used-cars/mazda-8-2-3-sunroof-full-leather/6548395,87.5,94,163,9.7,203,4860,1850,1685,68
https://www.carlist.my/used-cars/volkswagen-golf-mk7-2-0-gti-tsi/6602926,NA,NA,220,NA,350,4268,1799,1442,50
https://www.carlist.my/used-cars/mercedes-benz-c180-a-w204-cgi-blueefcy-local-spec/6420429,NA,NA,156,NA,250,4581,1770,1432,66
https://www.carlist.my/used-cars/honda-cr-v-2-0-i-vtec-4wd-drive-full-spec/6466115,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/perodua-alza-1-5-ezi-tip-top-condition/6608442,NA,NA,103,NA,136,4205,1695,1620,42
https://www.carlist.my/used-cars/bmw-320i-2-0-a-sport-model-m-performance/6556368,NA,NA,184,11,270,4624,1811,1429,60
https://www.carlist.my/used-cars/volkswagen-golf-r-2-0-a-r-local-malaysia-sun-roof/6657879,NA,NA,256,NA,330,4212,1786,1461,60
https://www.carlist.my/used-cars/2012-honda-civic-1-5-i-vtec-hybrid-sedan/6656093,73,89.4,111,10.81,172,4525,1755,1435,50
https://www.carlist.my/used-cars/honda-civic-1-3-a-i-vtec-hybrid-full-leather-seat/6658062,73,80,95,10.8,123,4540,1750,1430,50
https://www.carlist.my/used-cars/land-rover-range-rover-sport-5-0-v8-hse/6645379,92.5,93,375,11.5,510,4783,2158,1789,84
https://www.carlist.my/used-cars/toyota-vellfire-2-4-z-platinum-alpnie/6614814,88.5,96,170,9.81,224,4865,1840,1900,65
https://www.carlist.my/used-cars/volkswagen-passat-1-8-a-tsi-sport-full-leather-seat/6580213,NA,NA,160,NA,250,4769,1820,1470,70
https://www.carlist.my/used-cars/volkswagen-golf-1-4-a-tsi-se-spec-sunroof/6580434,NA,NA,140,NA,250,4255,1799,1452,50
https://www.carlist.my/used-cars/honda-cr-v-2-0-a-i-vtec-full-leather-seats/6602125,86,86,156,9.8,190,4550,1780,1710,50
https://www.carlist.my/used-cars/2012-isuzu-npr-cargo-17kaki/6590397,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2011-isuzu-nkr-box-van/6590942,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2011-mitsubishi-fuso-3-9-lorry-bdm-5000-17kaki-kargo/6322650,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2007-audi-tt-2-0-tfsi-coupe-tip-top-condition/6678755,82.5,92.8,200,10.3,280,4178,1842,1352,55
https://www.carlist.my/used-cars/oct-2016-bmw-740li-a-g12-local-petrol-latest-model-twin-power-turbo-super-high-spec-imported-brand-new-by-bmw-malaysia-like-new-mileage-39k-km/6504701,82,94.6,326,11,450,5238,1902,1479,78
https://www.carlist.my/used-cars/2013-porsche-cayenne-3-6-v6-a-958-petrol-local-cbu-imported-brand-new-by-porsche-malaysia-super-high-spec-not-recond-model-mileage-32k-km/6363317,NA,NA,299,11.7,400,4846,1939,1705,85
https://www.carlist.my/used-cars/2015-mini-cooper-1-5-a-f56-turbo-new-current-model-3-door-local-cbu-imported-brand-new-by-bmw-malaysia/6363486,82,94.6,136,11,220,3821,1727,1414,40
https://www.carlist.my/used-cars/2013-honda-civic-2-0-i-vtec-s-spec-sport-a-navi-low-mileage-all-loan-car-world-king-low-mileage-cheapest-in-twon/6679101,81,96.9,155,10.61,190,4525,1755,1435,50
https://www.carlist.my/used-cars/toyota-estima-2-4-aeras-flift-2pwdoor-7seat-wrrnty/6648648,88.5,96,170,9.8,220,4795,1800,1750,65
https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-se-hatchback-m-used-car/6373638,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/mazda-8-2-3-leather-seat-keyless-wish-2pwdr-wrrnty/6553640,87.5,94,163,9.7,203,4860,1850,1685,68
https://www.carlist.my/used-cars/toyota-vellfire-2-4-facelift-7seat-2pwdoor-pwboot-wrrnty/6626072,88.5,96,170,9.81,224,4865,1840,1900,65
https://www.carlist.my/used-cars/2016-suzuki-swift-1-4-hatchback-like-new/6538056,73,82,95,10,130,3850,1695,1510,42
https://www.carlist.my/used-cars/volvo-s60-2-0-t6-drive-e-a-f-loaded-u-warranty/6315137,NA,NA,310,NA,400,4635,1865,1484,68
https://www.carlist.my/used-cars/land-rover-discovery-4-3-0-tdv6-hse-harman-kardon/6268982,NA,NA,245,NA,600,4838,2176,1887,82
https://www.carlist.my/used-cars/2014-honda-insight-1-3-hybrid-i-vtec-hatchback-well-maintained/6558628,73,80,88,10.8,NA,4395,1695,1425,40
https://www.carlist.my/used-cars/volkswagen-eos-2-0-a-convertible-rare-redleather/6097850,82.5,92.8,200,10.5,280,4407,1791,1443,55
https://www.carlist.my/used-cars/2011-mercedes-benz-e220-cdi-2-1-sedan/5954934,NA,NA,177,NA,400,4868,1854,1464,NA
https://www.carlist.my/used-cars/2011-toyota-vios-1-5-e-a-well-maintained/6548127,75,84.7,109,10.5,141,4300,1700,1460,42
https://www.carlist.my/used-cars/2010-mercedes-benz-e200-cgi-1-8-sedan-a/6636579,82,85,184,9.31,270,4868,1854,1471,80
https://www.carlist.my/used-cars/2008-toyota-vellfire-3-5-z-g-edition-mpv-a/6636564,94,83,280,10.81,344,4885,1840,1900,65
https://www.carlist.my/used-cars/2012-mercedes-benz-e250-cgi-1-8-sedan-a/6636567,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/2014-mercedes-benz-c200-2-0-sedan-a/6636572,NA,NA,186,9.8,300,4686,1810,1442,66
https://www.carlist.my/used-cars/2012-bmw-320i-2-0-coupe-a/6636569,84,90,156,10.5,200,4612,1782,1395,63
https://www.carlist.my/used-cars/2016-toyota-camry-2-5-hybrid-a-well-maintained/6548100,NA,NA,160,NA,213,4850,1825,1470,65
https://www.carlist.my/used-cars/2014-honda-accord-2-4-i-vtec-sedan-a/6636571,87,99.1,175,10.1,225,4870,1850,1465,65
https://www.carlist.my/used-cars/2012-bmw-320i-2-0-coupe-a/6636602,84,90,156,10.5,200,4612,1782,1395,63
https://www.carlist.my/used-cars/2015-honda-civic-2-0-navi-i-vtec-sedan-a/6636583,81,96.9,155,10.6,190,4525,1755,1435,50
https://www.carlist.my/used-cars/2016-toyota-hilux-2-5-g-vnt-pickup-truck-like-new/6574793,92,93.8,144,17.4,343,5260,1835,1850,76
https://www.carlist.my/used-cars/nissan-fairlady-350z-m-pandem-rocket-bunny-wrnty/6460974,NA,NA,381,NA,363,4310,1815,1315,80
https://www.carlist.my/used-cars/2014-volkswagen-polo-1-6-sedan-like-new/6367693,NA,NA,105,NA,153,3970,1682,1453,45
https://www.carlist.my/used-cars/2011-bmw-118i-2-0-hatchback-well-maintained/6574783,90,84,137,10.5,190,4227,1933,1430,53
https://www.carlist.my/used-cars/2012-mercedes-benz-e250-1-8-amg-a-well-maintained/6543826,82,85,204,9.3,310,4868,2071,1471,80
https://www.carlist.my/used-cars/2015-honda-city-1-5-v-i-vtec-sedan-a/6641483,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2016-toyota-vios-1-5-j-sedan-a/6641474,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/2016-perodua-myvi-1-5-se-hatchback-a/6641495,72,91.8,103,10,136,3685,1665,1570,40
https://www.carlist.my/used-cars/2010-honda-civic-1-8-s-l-i-vtec-a-well-maintained/6543840,81,87.3,140,10.51,174,4540,1755,1435,50
https://www.carlist.my/used-cars/2010-proton-exora-1-6-cps-m-line-a-well-maintained/6543862,NA,NA,125,10,150,4592,1809,1691,55
https://www.carlist.my/used-cars/2010-perodua-alza-1-5-ezi-a-well-maintained/6543861,NA,NA,103,NA,136,4205,1695,1620,42
https://www.carlist.my/used-cars/2013-honda-civic-2-0-navi-i-vtec-a-well-maintained/6543833,81,96.9,155,10.61,190,4525,1755,1435,50
https://www.carlist.my/used-cars/2015-honda-city-1-5-v-i-vtec-a-well-maintained/6543852,73,89.4,120,10.3,145,4440,1695,1477,40
https://www.carlist.my/used-cars/2012-toyota-innova-2-0-g-a-well-maintained/6543863,NA,NA,136,NA,182,4585,1775,1760,55
https://www.carlist.my/used-cars/2015-lexus-ct200h-1-8-hatchback-well-maintained/6539743,80.5,88.3,99,13,142,4350,1765,1455,45
https://www.carlist.my/used-cars/2015-ford-kuga-1-6-ecoboost-titanium-se-suv-like-new/6609719,79,81.4,179,10,240,4524,1838,1702,60
https://www.carlist.my/used-cars/2013-bmw-730li-3-0-sedan-well-maintained/6439550,85,88,258,10.7,310,5219,1902,1481,80
https://www.carlist.my/used-cars/1998-toyota-estima-2-4-mpv-well-maintained/6606718,NA,NA,184,NA,206,NA,NA,,NA
https://www.carlist.my/used-cars/2019-honda-civic-1-5-tc-vtec-premium-sedan-like-new/6613297,73,89.5,173,10.6,220,4630,1799,1416,47
https://www.carlist.my/used-cars/2011-12-volkswagen-jetta-1-4-tsi-a-tip-top-condition/6643401,NA,NA,160,NA,240,4644,1778,1482,55
https://www.carlist.my/used-cars/2013-15-mercedes-benz-e250-a-2-0-amg-best-deal/6574085,NA,NA,211,9.8,350,4879,1854,1474,80
https://www.carlist.my/used-cars/2015-toyota-vios-a-1-5-g-best-deal/6574105,NA,NA,109,NA,141,4410,1700,1475,42
