link,Bore(mm),Stroke(mm),Power(hp),Compression Ratio,Peak Torque(Nm),Length(mm),Width(mm),Height(mm),Fuel Tank (litres)
https://www.carlist.my/used-cars/2012-toyota-avanza-a-1-5-g-well-maintained/6492038,NA,NA,103,NA,136,4150,1600,1695,45
https://www.carlist.my/used-cars/2015-proton-exora-a-1-6-turbo-executive-best-deal/6492035,NA,NA,140,8.9,205,4592,1809,1691,55
https://www.carlist.my/used-cars/2013-honda-cr-v-a-2-0-i-vtec-best-deal/6492013,81,96.9,155,10.6,190,4545,1820,1685,58
https://www.carlist.my/used-cars/2015-toyota-harrier-2-0-elegance-tiptop-condition/6449786,NA,NA,151,NA,193,4720,1835,1690,NA
https://www.carlist.my/used-cars/2017-honda-civic-1-5-tc-p-tcp-tc-premium-likenew/6465905,73,89.5,173,10.6,220,4630,1799,1416,47
https://www.carlist.my/used-cars/2018-mercedes-benz-glc250-glc-250-2-0-amg-u-warranty/6370746,NA,NA,211,9.8,350,4656,1890,1639,66
https://www.carlist.my/used-cars/2014-bmw-x3-2-0-xdrive20i-petrol-a-full-service-record/6430940,84,90.1,184,11.01,270,4648,1881,1675,67
https://www.carlist.my/used-cars/2012-bmw-640i-coupe/6491682,84,89.6,320,10.21,450,5007,1894,1392,70
https://www.carlist.my/used-cars/2016-mini-cooper-s-countryman-1-6-a-tiptop-condition/6488327,NA,NA,190,NA,240,4110,1789,1561,47
https://www.carlist.my/used-cars/2005-06-honda-cr-v-2-0-i-vtec-facelift-1-lady-owner-no-3636-well-kept/6492447,86,86,212,9.8,190,4610,1785,1710,58
https://www.carlist.my/used-cars/2017-toyota-alphard-2-5-sc-29k-mil-s-roof-p-boot/6416386,NA,NA,182,NA,235,4935,1850,1880,NA
https://www.carlist.my/used-cars/2015-perodua-axia-998-g-hatchback-best-deal/6317051,71,84,67,NA,90,3640,1620,1510,33
https://www.carlist.my/used-cars/2015-honda-jazz-1-5-v-i-vtec-hatchback-best-deal/6317052,73,89.4,120,10.3,145,3955,1694,1524,40
https://www.carlist.my/used-cars/2015-proton-saga-1-3-flx-executive-sedan-well-maintained/6317056,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/1999-honda-accord-2-0-vti-sedan-well-maintained/6317069,85,88,150,9,186,4810,1785,1445,65
https://www.carlist.my/used-cars/2009-honda-city-1-5-s-i-vtec-sedan-well-maintained/6317068,73,89.4,120,10.4,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2011-proton-exora-1-6-cps-m-line-mpv-well-maintained/6094601,NA,NA,125,10,150,4592,1809,1691,55
https://www.carlist.my/used-cars/2012-honda-city-1-5-e-i-vtec-sedan-well-maintained/6396446,73,89.4,120,10.41,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2012-nissan-grand-livina-1-6-st-l-comfort-mpv-well-maintained/6396454,78,83.6,105,9.81,150,4420,1690,1590,52
https://www.carlist.my/used-cars/2012-proton-saga-1-3-flx-standard-sedan-well-maintained/6396441,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/2009-honda-city-1-5-s-i-vtec-sedan-well-maintained/6396445,73,89.4,120,10.4,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2015-mercedes-benz-gla45-amg-2-0-4matic-edition-1-lowmileage-fullservicerecord-tiptop-condition/6467795,83,92,360,8.6,450,4417,1804,1494,56
https://www.carlist.my/used-cars/2018-bmw-330e-2-0-m-sports-f30-under-warranty/6431420,82,94.6,184,11,290,4633,1811,1429,60
https://www.carlist.my/used-cars/2016-infiniti-q70-2-5-facelift-7-spd-showroom-condition/6488312,NA,NA,222,NA,253,4980,1845,1500,80
https://www.carlist.my/used-cars/ford-fiesta-1-6-sport-hatchback-a-semua-masalah-boleh-buat-loan-disini-ccris-ctos-blacklist-akpk-tiada-document-all-problem-can-apply-loan/6492479,79,81.4,120,11.1,152,3950,1722,1475,42
https://www.carlist.my/used-cars/2003-toyota-unser-1-8-a-full-spec/6492503,NA,NA,83,NA,147,4535,1710,1815,55
https://www.carlist.my/used-cars/2007-11-toyota-wish-1-8-a-vvti-facelift-18-sport-rims-sport-kits-tiptronic-gear/6485852,79,91.5,179,10,170,4550,1695,1590,60
https://www.carlist.my/used-cars/2017-hino-xzu600r-fibre-box-food-advertisement-lorry-10-feet/6483493,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2002-toyota-land-cruiser-prado-2-7-gx-m-airbags-abs/6492398,NA,NA,152,NA,240,NA,NA,,90
https://www.carlist.my/used-cars/toyota-vellfire-3-5-modellista-1-year-warranty-2015-cool-box-worth-8k-2-pilot-seats-power-boot-sun-moon-roof-2-dvd-players-beige-interior-1-dato-owner/6462032,NA,NA,280,NA,344,4930,1850,1880,NA
https://www.carlist.my/used-cars/2013-honda-civic-1-5-i-vtec-hybrid-sedan/6437789,73,89.4,111,10.81,172,4525,1755,1435,50
https://www.carlist.my/used-cars/2002-honda-civic-1-7-a-car-king/6492308,75,94.4,131,9.9,155,4435,1720,1440,45
https://www.carlist.my/used-cars/1996-isuzu-nhr-wooden-cargo-c-w-canvass-10-feet/6483734,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/115k-km-2008-toyota-camry-2-0-g-spec-sedan-2-0g-vvt-i-2009/6487357,86,86,147,9.81,190,4825,1820,1470,70
https://www.carlist.my/used-cars/true-year-made-2014-proton-persona-1-6-a-elegance/6486304,76,88,111,NA,148,4477,1725,1438,50
https://www.carlist.my/used-cars/2014-proton-perdana-2-4-p-exclusive-premium-same-accord-vti-l/5989076,81,96.9,175,10.61,225,4950,1845,1475,70
https://www.carlist.my/used-cars/2013-honda-civic-1-8-s-i-vtec-sedan/5331967,81,87.3,141,10.61,174,4525,1755,1435,50
https://www.carlist.my/used-cars/2011-mazda-3-2-0-premium-sport-hatchback-a-paddleshift-low-mileage/6491501,87.5,83.1,147,10,182,4580,1755,1470,55
https://www.carlist.my/used-cars/2006-bentley-continental-6-0-gt-coupe/6491437,84,72,560,9,650,4808,1965,1390,90
https://www.carlist.my/used-cars/2011-toyota-altis-1-8-dual-vvt-i-1owner-macam-baru/6206949,NA,NA,140,NA,173,4540,1760,1465,NA
https://www.carlist.my/used-cars/2005-toyota-camry-2-0-e-a/6457216,86,86,196,9.8,190,4825,1810,1490,70
https://www.carlist.my/used-cars/2006-toyota-estima-3-5-a/6457217,94,83,284,9.8,332,4795,1800,1730,65
https://www.carlist.my/used-cars/2013-chevrolet-cruze-1-8-lt-auto-car-king-likes-new-35km-only-35-km-only-push-start/6491243,80.5,88.2,141,10.5,176,4597,1788,1477,60
https://www.carlist.my/used-cars/2012-proton-exora-1-6-auto-h-line-new-paint-blacklisted-name-welcome-loan/6491328,NA,NA,126,10.01,150,4592,1809,1691,55
https://www.carlist.my/used-cars/2013-mercedes-benz-b200-1-6-sport-tourer-hatchback/6491298,NA,NA,156,10.3,250,4359,1786,1557,50
https://www.carlist.my/used-cars/2012-ford-fiesta-1-6-sport-hatchback/6491401,79,81.4,120,11.1,152,3950,1722,1475,42
https://www.carlist.my/used-cars/2013-honda-cr-v-2-0-i-vtec-a-full-honda-service-record-leather-seat/5985776,81,96.9,155,10.6,190,4545,1820,1685,58
https://www.carlist.my/used-cars/2014-ford-ecosport-1-5-titanium-suv/6491179,79,76.4,110,11,142,4273,1765,1675,52
https://www.carlist.my/used-cars/2010-bmw-z4-2-5-sdrive23i-m-sport-convertible/6491209,82,78.8,204,11,250,4239,1790,1291,55
https://www.carlist.my/used-cars/2018-honda-city-1-5-v-i-vtec-sedan-low-mileage/6484239,NA,NA,120,NA,145,4442,1694,1477,40
https://www.carlist.my/used-cars/2010-audi-q5-2-0-tfsi-quattro-suv/6490527,NA,NA,211,NA,350,4629,1880,1653,75
https://www.carlist.my/used-cars/honda-cr-z-1-5-hybrid-a-2013-full-service-record-in-honda-1-owner-only-tiptop-condition-view-to-confirm/6401582,73,89.4,135,10.4,172,4075,1740,1395,40
https://www.carlist.my/used-cars/kia-sportage-2-0-auto-facelift-novus-premium-model/6490723,82,93.5,141,10.1,184,4350,1800,1695,58
https://www.carlist.my/used-cars/honda-civic-fd-2-0s-i-vtec-mugen-rr-sport-model/6460226,86,86,155,9.6,188,4450,1750,1435,50
https://www.carlist.my/used-cars/toyota-prius-c-1-5-hybrid-a-p-start-low-mileage-full-service/6353630,75,84.7,73,13.4,111,3995,1695,1455,36
https://www.carlist.my/used-cars/mercedes-benz-e250-a-avantgarde-facelift-model/4698462,NA,NA,204,NA,245,4850,1820,1485,NA
https://www.carlist.my/used-cars/2016-2017-new-pre-reg-mitsubishi-triton-2-5-vgt-adventure-last-unit/6490979,NA,NA,178,NA,400,5280,1815,1780,75
https://www.carlist.my/used-cars/perodua-alza-1-5-a-advance-spec-leather-seats-mileage-12k-only-under-perodua-warranty-demo-car/6491004,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/2005-honda-city-1-5-i-dsi-sedan/6489323,73,89.4,90,10.5,131,4310,1690,1485,42
https://www.carlist.my/used-cars/2009-proton-persona-1-6-m-line-sedan-free-1year-warranty/6487675,76,88,111,NA,148,4477,1725,1438,NA
https://www.carlist.my/used-cars/2018-mini-cooper-s-2-0-2-door-jcw-coupe-local-f-serv-u-wrrnty/6487280,82,94.6,231,11,320,3874,1727,1414,44
https://www.carlist.my/used-cars/2012-toyota-corolla-altis-1-8-e-sedan-a-reg-2012-local-model-careful-owner-full-service-record-low-mileage-done-88k-km-16-sport-rims/6133989,NA,NA,140,NA,173,4540,1760,1465,NA
https://www.carlist.my/used-cars/2017-mercedes-benz-glc200-2-0cc-a-reg-2017-one-careful-owner-full-service-record-low-mileage-done-26k-km-under-m-benz-warranty-until-sept-2021/6381686,NA,NA,186,9.8,300,4656,1890,1639,66
https://www.carlist.my/used-cars/2008-honda-cr-v-2-0-i-vtec-suv-tip-top-condition-view-to-believe/6458067,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/2009-mercedes-benz-e230-2-5-avantgarde-sedan-tiptop-condition-extra-accessories/6421511,NA,NA,204,11.2,245,4818,1822,1463,80
https://www.carlist.my/used-cars/2009-honda-city-1-5-i-vtec-a-tip-top-like-new/6481119,73,89.4,120,10.4,145,4395,1695,1470,42
https://www.carlist.my/used-cars/1998-mitsubishi-pajero-2-8-suv-diesel-4x4-turbo-nice-condition/6490468,95,100,125,21,292,4735,1785,1910,92
https://www.carlist.my/used-cars/2009-perodua-viva-847-ex-hatchback-well-maintained/6338340,66.6,81,53,10,76,3575,1475,1530,36
https://www.carlist.my/used-cars/2014-mitsubishi-asx-2-0-leather-seat/6479630,86,86,150,10,197,4295,1770,1615,63
https://www.carlist.my/used-cars/2012-suzuki-swift-1-5-a-glx-sport/5308469,78,78,101,9.5,133,3760,1690,1510,43
https://www.carlist.my/used-cars/carnival-price-offer-hurry-up-call-now-for-buy-1-free-6/6073046,NA,NA,105,NA,175,3970,1682,1462,45
https://www.carlist.my/used-cars/like-brands-new-conditions-2014-subaru-xv-2-0-suv/6455703,NA,NA,150,NA,196,4450,1780,1615,60
https://www.carlist.my/used-cars/2017-lexus-rx350-3-5-luxury-new-model/6324006,94,83,299,11.8,370,4890,1895,1690,72
https://www.carlist.my/used-cars/2016-mazda-cx-5-2-5-skyactiv-g-gls-suv-16k-milleage/6490333,NA,NA,185,13,250,4555,1840,1670,56
https://www.carlist.my/used-cars/toyota-harrier-hybrid-2010-android-dvd-players-reverse-camera-360-c-push-start-power-boot-full-leather-seats-low-mileage-only-48km-one-teacher-owner/6448260,88.5,96,160,9.6,221,4730,1845,1680,75
https://www.carlist.my/used-cars/honda-civic-2-0-facelift-a-nice-sport-rims/6475414,86,86,155,9.6,188,4450,1750,1435,50
https://www.carlist.my/used-cars/toyota-corolla-1-8-altis-g-a-1-professional-owner/6475403,NA,NA,132,NA,170,4540,1760,1465,NA
https://www.carlist.my/used-cars/2015-19-mercedes-benz-cla45-amg-2-0-4matic-edition-1-pre-facelift-light-aluminium-trim-coupe-1-year-warranty/6450817,83,92,360,8.6,450,4630,1777,1432,64
https://www.carlist.my/used-cars/2006-2011-honda-elysion-2-4g-true-year-make-8-seater-mpv-fwd/6380090,87,99,160,9.7,218,4920,1845,1790,70
https://www.carlist.my/used-cars/2011-nissan-grand-livina-1-8-a-tip-top-cond/6490089,84,81.1,126,9.91,174,4420,1690,1590,52
https://www.carlist.my/used-cars/2015-proton-saga-1-3-flx-a-vy-low-mileage/6490159,76,73.4,95,10,120,4278,1680,1520,40
https://www.carlist.my/used-cars/2013-proton-preve-1-6-cfe-limited-edition-sedan-turbo/6488642,76,88,140,NA,205,4543,1786,1524,50
https://www.carlist.my/used-cars/2013-proton-preve-1-6-cfe-limited-edition-sedan-turbo/6488597,76,88,140,NA,205,4543,1786,1524,50
https://www.carlist.my/used-cars/2017-mercedes-benz-a200-1-6-amg-full-spec-perfect-condition-like-new-warranty-till-2021-full-service-record-new-facelift-end-year-sale/6349421,NA,NA,156,NA,250,4292,1780,1433,50
https://www.carlist.my/used-cars/2014-proton-preve-1-6-turbo-b-kit-mcm-baru/6411334,76,86,140,NA,205,4543,1786,1524,50
https://www.carlist.my/used-cars/2019-bmw-x5-2-0-xdrive40e-m-sport-a-bmw-premium-selection/6489923,84,90.1,245,10.1,350,4886,1938,1762,85
https://www.carlist.my/used-cars/lexus-rx270-2-7-l-suv-facelift-sunroof-pwr-boot-car-king-like-new-car/6270009,90,105,185,10,252,4770,1885,1685,72
https://www.carlist.my/used-cars/2013-perodua-myvi-1-3-ezi/5905103,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/jeep-wrangler-3-8-suv-sport-super-tip-top-worth-collection/6230341,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2015-toyota-corolla-altis-1-8-g-sedan/6482074,NA,NA,139,NA,173,4620,1776,1460,55
https://www.carlist.my/used-cars/2013-bmw-x5-3-0-xdrive35i-performance-edition-suv-m-sport/6122955,NA,NA,320,NA,450,4857,1933,1766,85
https://www.carlist.my/used-cars/2010-proton-saga-1-3-se-sedan-like-new-untung-1k-saja/6484978,NA,NA,95,NA,120,4257,1680,1502,40
https://www.carlist.my/used-cars/2011-honda-city-1-5-s-i-vtec-sedan-full-spec-untung-1k-saja/6485030,73,89.4,120,10.4,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2016-perodua-alza-1-5-a-facelift-1-lady-owner/6488240,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/2014-nissan-grand-livina-1-6-full-servies-record-by-nissan-5xk-km-100-original-mileage/6466220,78,83.6,105,9.8,150,4485,1700,1590,52
https://www.carlist.my/used-cars/2010-honda-stream-1-8-i-vtec-rsz-mpv/5867421,81,87.3,140,10.5,174,4570,1695,1545,55
https://www.carlist.my/used-cars/2013-proton-persona-1-6-h-line-blacklisted-welcome-loan-new-paint-work/6488388,76,88,111,NA,148,4477,1725,1438,50
https://www.carlist.my/used-cars/toyota-avanza-1-3-mpv-a-semua-masalah-boleh-buat-loan-disini-ccris-ctos-blacklist-akpk-tiada-document-ptptn-all-problem-can-apply-loan/6489405,72,79.7,88,10,120,4070,1630,1690,45
https://www.carlist.my/used-cars/proton-iriz-1-3-executive-a-full-service-record-30k-km/6489201,76,73.4,95,10,120,3920,1722,1554,40
https://www.carlist.my/used-cars/range-rover-evoque-svr-warranty-until-2020-9speeds-2015-svr-spec-limited-in-malaysia-full-service-record-by-range-rover-1-of-royal-family-puteri-owner/6280319,NA,NA,241,10,340,4365,1965,1635,68
https://www.carlist.my/used-cars/2016-mercedes-benz-a200-1-6-amg-hatchback-warranty-mbm-until-2020-full-service-record-tip-top-condition-year-end-offer-cash-back-beli-x-rugi/6354501,NA,NA,156,10.3,250,4292,1780,1433,50
https://www.carlist.my/used-cars/nissan-sentra-1-6-a-semua-masalah-boleh-buat-loan-disini-ccris-ctos-blacklist-akpk-tiada-document-ptptn-all-problem-can-apply-loan-here/6487077,76,88,118,9.5,143,4495,1695,1445,50
https://www.carlist.my/used-cars/proton-preve-1-6-cfe-premium-a-semua-masalah-boleh-buat-loan-disini-ccris-ctos-blacklist-akpk-tiada-document-ptptn-all-problem-can-loan/6486241,76,86,140,NA,205,4543,1786,1524,50
https://www.carlist.my/used-cars/2013-perodua-alza-1-5-sx-mpv/6194361,NA,NA,103,NA,136,4205,1695,1620,42
https://www.carlist.my/used-cars/2013-volkswagen-golf-2-0-gti-advanced-mk6-full-spec-full-service-record-like-new-sunroof-leather-seat-warranty-offer-cny-2020/6489099,NA,NA,220,NA,350,4268,1799,1442,50
https://www.carlist.my/used-cars/2000-mercedes-benz-e240-2-6-sedan/6451213,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/2014-perodua-myvi-1-3-ezi-hatchback-a-used-car/6459402,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/2014-proton-preve-1-6-cfe-premium-sedan/6358911,76,86,140,NA,205,4543,1786,1524,50
https://www.carlist.my/used-cars/tak-tipu-tahun-2009-nissan-sentra-1-6-sg-facelift-at-plet-6055-tip-top-condition/6304366,76,88,118,9.5,143,4495,1695,1445,50
https://www.carlist.my/used-cars/2011-toyota-hiace-2-5-window-van-12-seather-no-need-every-6-months-send-puspakom/6489031,NA,NA,102,NA,260,2930,1545,1565,70
https://www.carlist.my/used-cars/2010-perodua-myvi-1-3-original-special-edition-with-vvip-nice-number/6396788,72,79.7,87,10,116,3750,1665,1550,40
https://www.carlist.my/used-cars/2016-perodua-alza-1-5-advance-guarantee-beli-dan-balik-sahaja-rm0-muka-senang-lulus/6354014,72,91.8,103,10,136,4270,1695,1620,42
https://www.carlist.my/used-cars/2012-toyota-corolla-altis-1-8-premium-aunty-owner-and-wxx1168-nice-number-low-down-payment/6464745,NA,NA,140,NA,173,4540,1760,1465,NA
https://www.carlist.my/used-cars/2009-honda-accord-2-0-i-vtec-vti-l-sport-black-edition-a-condition/6103985,81,96.9,156,10.61,189,4945,1845,1475,70
https://www.carlist.my/used-cars/2014-ford-kuga-1-6-ecoboost-titanium-full-power-boot-spec-for-u/6440694,79,81.4,179,10,240,4524,1838,1702,60
https://www.carlist.my/used-cars/2014-kia-rio-1-4-sx-full-sunroof-high-spec-h-l/6423461,77,75,109,NA,137,4045,1720,1455,43
https://www.carlist.my/used-cars/2012-proton-exora-1-6-bold-cfe-premium-a/6234523,NA,86,140,8.9,205,4592,1809,1691,55
https://www.carlist.my/used-cars/2013-nissan-almera-1-5-vl-a-impul/6334790,78,78.4,102,10.1,139,4425,1695,1510,41
https://www.carlist.my/used-cars/2013-porsche-cayenne-3-0-diesel-a/6321324,NA,NA,245,16.8,550,4846,1939,1705,85
https://www.carlist.my/used-cars/2010-porsche-panamera-4-3-6-v6-high-spec/6208436,NA,NA,299,12.5,400,4970,1931,1418,80
https://www.carlist.my/used-cars/2007-porsche-911-3-6-turbo-997/6231379,100,76.4,480,9,620,4450,1852,1300,67
https://www.carlist.my/used-cars/honda-stream-1-8-i-vtec-sun-roof-cbu-full-ori-cond-well-keep-by-1-owner/6479169,81,87.3,140,10.51,174,4570,1695,1545,55
https://www.carlist.my/used-cars/2010-honda-cr-v-2-0-i-vtec-a/6229267,81,96.9,150,10.5,190,4520,1820,1680,58
https://www.carlist.my/used-cars/2009-perodua-myvi-1-3-ez-a/6469717,72,79.7,87,10,116,3750,1665,1550,40
https://www.carlist.my/used-cars/2018-bmw-x3-2-0-xdrive30i-luxury-suv/5670050,82,94.6,252,NA,350,4708,1891,1676,65
https://www.carlist.my/used-cars/proton-wira-1-5-m-aeroback/6488447,75,82,90,9.2,126,4270,1680,1385,50
https://www.carlist.my/used-cars/2012-nissan-teana-2-0-xe-luxury-sedan-1-owner-only-tip-top-condition-1-year-warranty/6275484,84,90.1,136,10,190,4850,1795,1480,70
https://www.carlist.my/used-cars/2015-perodua-myvi-1-3-g-hatchback-a-used-car/6266645,72,79.7,91,NA,117,3695,1665,1570,40
https://www.carlist.my/used-cars/2005-mercedes-benz-ml350-3-7-suv-sunroof/6488323,97,84,320,10,345,4638,1840,1820,83
https://www.carlist.my/used-cars/mercedes-benz-s300l-1-year-warranty-new-facelift-2009-full-spec-roof-front-and-rear-electric-seats-power-boot-3-dvd-players-one-datin-owner/6181653,88,82.1,314,11.1,300,5209,1872,1473,90
https://www.carlist.my/used-cars/2015-honda-hr-v-1-8-i-vtec-v-grey-color-push-start/6353940,81,87.3,143,10.6,172,4294,1772,1605,50
https://www.carlist.my/used-cars/2012-toyota-vellfire-3-5-zg-full-spec/6396717,94,83,280,10.81,344,4885,1840,1900,65
https://www.carlist.my/used-cars/year-end-best-price-2017-volvo-xc90-2-0-t8/6420265,82,93.2,320,10.3,400,4950,1958,1776,70
https://www.carlist.my/used-cars/2012-ferrari-458-italia-4-5-coupe-low-mileage/6488203,94,81,570,12.5,540,4527,1937,1213,86
https://www.carlist.my/used-cars/2017-honda-br-v-1-5-v-i-vtec-7-seater-suv/6484546,NA,NA,120,NA,145,4453,1735,1666,NA
https://www.carlist.my/used-cars/2018-mazda-cx-3-2-0-skyactiv-facelift-gvc/6487283,83.5,91.2,156,13,204,4275,1765,1535,48
https://www.carlist.my/used-cars/2014-honda-city-1-5-e-i-vtec-sedan/6448444,73,89.4,120,10.41,145,4415,1695,1470,42
https://www.carlist.my/used-cars/bmw-523i-2-5-se-ckd-facelift-a-local-low-price/6298380,82,78.8,177,NA,230,4841,1846,1468,70
https://www.carlist.my/used-cars/nissan-almera-1-5-nismo-new-facelift-a-led-drls/6261937,78,78.4,102,10.1,139,4425,1695,1500,41
https://www.carlist.my/used-cars/nissan-navara-2-5-le-enhanced-a-full-offset-4x4/6430562,89,100,174,16.5,403,5230,1850,1780,80
https://www.carlist.my/used-cars/2014-mercedes-benz-slk200-1-8-amg-convertible-slk-200/6288226,NA,NA,184,NA,270,4134,1810,1301,60
https://www.carlist.my/used-cars/2013-ferrari-458-italia-4-5-direct-owner/6479929,94,81,570,12.5,540,4527,1937,1213,86
https://www.carlist.my/used-cars/bmw-320i-2-0-a-f30-sports-edition-m-performance/6474394,NA,NA,184,11,270,4624,1811,1429,60
https://www.carlist.my/used-cars/nissan-almera-1-5-a-fully-nismo-package-hp102/6457766,78,78.4,102,10.1,139,4425,1695,1510,41
https://www.carlist.my/used-cars/toyota-vellfire-3-5-v6-a-z-golden-eyes-nfacelift/6217626,94,83,280,10.81,344,4885,1840,1900,65
https://www.carlist.my/used-cars/mercedes-benz-cla200-1-6-a-hp156-fsr-49k-km-cbu/6451888,NA,NA,156,10.3,250,4630,1777,1432,50
https://www.carlist.my/used-cars/volkswagen-cross-touran-1-4-tsi-a-hp140-cbu-mpv/6486930,NA,NA,140,NA,220,4406,1799,1685,60
https://www.carlist.my/used-cars/mazda-2-1-5-v-a-hp103-import-new-model-f-leather/6487028,78,78.4,103,10,135,4263,1695,1483,42
https://www.carlist.my/used-cars/2017-honda-city-1-5-s-i-vtec-sedan/6479703,NA,NA,120,NA,145,4442,1694,1477,40
https://www.carlist.my/used-cars/2013-ford-ranger-2-2-xlt-pickup-truck-many-unit/6487818,NA,NA,150,NA,375,5359,1850,1815,80
https://www.carlist.my/used-cars/2013-bmw-328i-2-0-m-sport/6485281,84,90.1,245,10,350,4624,1811,1429,60
https://www.carlist.my/used-cars/10-1uncle-owner-tiptop-fulsvc-highspec-city-1-5-e-i-vtec-paddleshift-call-me-fast-greatdeal/6487582,73,89.4,120,10.41,145,4395,1695,1470,42
https://www.carlist.my/used-cars/2019-mini-cooper-s-2-0-2-door-jcw-coupe-local/6487561,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/94-4g91-twincam-powerful-sporty-carking-sedan-wira-1-5-fuelsavings-1day-take-car-fastdeal/6487557,75,82,90,9.2,126,4360,1680,1385,50
https://www.carlist.my/used-cars/11-superb-canopy-1-owner-ford-ranger-2-5-xl-lo-rider-very-limited-in-town-carking-superb-call-me-fast/6487537,93,92,109,19.8,257,5177,1723,1632,70
https://www.carlist.my/used-cars/10-1-owner-canopy-carking-verygoodcar-ford-ranger-2-5-xl-lo-rider-selling-cheap-promotion-offer-offer/6487513,93,92,109,19.8,257,5177,1723,1632,70
https://www.carlist.my/used-cars/2016-subaru-xv-2-0-base-spec-u-warranty-full-spec/6231741,NA,NA,150,NA,196,4450,1780,1615,60
https://www.carlist.my/used-cars/2015-kia-cerato-1-6-sedan-full-service-record-mileage-49k-only/6412369,77,85.4,129,NA,157,4560,1780,1445,50
https://www.carlist.my/used-cars/2012-nissan-grand-livina-1-8-cvtc-impul-bodykits-full-spec/6482339,84,81.1,126,9.91,174,4420,1690,1590,52
https://www.carlist.my/used-cars/2005-mercedes-benz-e240-2-6-avantgarde-sedan-super-low-mileage/6482363,89.9,68.2,177,10.5,240,4818,1822,1452,65
https://www.carlist.my/used-cars/14-mil78k-fulsvc-hajiown-superb-ford-ranger-2-2-xlt-hi-rider-rays-full-service-record-powerful-truck-call-me-fast/6487471,NA,NA,150,NA,375,5359,1850,1815,80
https://www.carlist.my/used-cars/2017-toyota-fortuner-2-7-suv-a-used-car/6472612,95,95,166,9.6,245,4795,4855,1835,80
https://www.carlist.my/used-cars/2003-toyota-wish-1-8-mpv-a-used-car/6472615,86,86,179,10.5,170,4550,1695,1590,60
https://www.carlist.my/used-cars/2011-perodua-alza-a-1-5-ezi-tip-top-condition/6467126,NA,NA,103,NA,136,4205,1695,1620,42
https://www.carlist.my/used-cars/2014-volkswagen-passat-a-1-8-tsi-best-deal/6467159,NA,NA,160,NA,250,4769,1820,1470,70
https://www.carlist.my/used-cars/2012-mitsubishi-mirage-a-1-2-gl-well-maintained/6467157,75,90,77,10.5,100,3710,1665,1500,35
https://www.carlist.my/used-cars/40k-km-mil-2017-bmw-318i-1-5-m-sport-m3-warranty-2022-turbocharged/6462957,82,94.6,136,11,220,4633,1811,1429,60
https://www.carlist.my/used-cars/2013-proton-preve-1-6-cfe-turbo-auto-push-start-button-paddle-shift-contol-r3-bodykits/5861243,76,88,140,NA,205,4543,1786,1524,50
https://www.carlist.my/used-cars/2013-honda-cr-z-1-5-hybrid-i-vtec-still-original-factory-paint-full-service-record/6356783,73,89.4,135,10.4,172,4075,1740,1395,40
https://www.carlist.my/used-cars/2016-perodua-myvi-1-3-auto-g-standard-facelift-still-original-factory-paint-dvd-player/6356792,72,79.7,91,NA,117,3695,1665,1570,40
https://www.carlist.my/used-cars/2006-toyota-harrier-2-4-premium-l-powerboot-sunroof-panoramic-leather-carbon-stearing/6421916,88.5,96,160,9.6,221,4730,1845,1680,75
https://www.carlist.my/used-cars/2016-toyota-vios-1-5-e-a-full-trd-b-kit/6307646,NA,NA,109,NA,141,4410,1700,1475,42
https://www.carlist.my/used-cars/2019-mini-cooper-s-2-0-2-door-jcw-coupe-local/6486536,NA,NA,NA,NA,NA,NA,NA,,NA
https://www.carlist.my/used-cars/toyota-fortuner-2-7-v-sportivo-enhanced-a/6437683,NA,NA,160,NA,241,4705,1840,1850,65
https://www.carlist.my/used-cars/2011-perodua-myvi-1-3-ezi-hatchback-a-blacklist-can-loan-1-owner-new-tyre-original-paint-good-condition/6480497,72,79.7,91,10.01,117,3690,1665,1545,40
https://www.carlist.my/used-cars/one-ladies-owner-bodykit-clean-interior-accident-free-great-condition-2009-perodua-alza-1-5-a-ezi-mpv/6487154,NA,NA,103,NA,136,4205,1695,1620,42
https://www.carlist.my/used-cars/2019-volvo-xc40-2-0-t4-suv-a-used-car/6486306,NA,NA,189,NA,300,4425,1863,1652,54
